School Building Code,School Name,School Type,Address,City,State,Zip,District Name,County,Grade Levels,Number of K-12 (All Grades) Students Enrolled ,Number of K-12 (All Grades) Students Complete,Number of K-12 (All Grades) Students with any Exemption,Number of K-12 (All Grades) Students with Medical Exemption,Number of K-12 (All Grades) Students with Personal Exemption,Number of K-12 (All Grades) Students with Religious Exemption,Number of K-12 (All Grades) Students with Religious Membership Exemption,Number of K-12 (All Grades) Students Exempt for Diphtheria Tetanus,Number of K-12 (All Grades) Students Exempt for Pertussis,Number of K-12 (All Grades) Students Exempt for Polio,Number of K-12 (All Grades) Students Exempt for MMR,Number of K-12 (All Grades) Students Exempt for Hep B,Number of K-12 (All Grades) Students Exempt for Varicella
3043,Capt. Charles Wilkes Elem School,Public School,12781 Madison Ave NE,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,PK-4,402,339,40,5,31,4,0,20,21,19,18,24,23
4062,Ordway Elementary,Public School,8555 Madison Ave NE,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,PK-4,409,357,36,9,27,0,0,14,14,18,16,27,25
4542,Sakai Intermediate,Public School,9343 NE Sportsman Club Rd,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,5-6,559,514,39,2,37,1,0,12,13,12,15,25,27
2395,Bainbridge High School,Public School,9330 NE High School Rd,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,9-12,1262,1217,44,5,37,1,1,25,21,16,24,27,0
1935,Eagle Harbor High School,Public School,9530 NE High School Rd,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,9-12,137,122,14,2,13,0,0,10,7,12,10,10,0
1841,Mosaic Home Education Partnership,Public School,9530 NE High School Rd,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,K -8,55,38,17,3,14,0,0,8,8,8,7,11,13
1699,Odyssey Multiage Program,Public School,9530 NE High School Rd,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,1-8,127,108,18,3,13,1,1,8,7,8,7,14,6
4505,Woodward Middle School,Public School,9100 NE Sportsman Club Rd,Bainbridge Island,WA,98110,Bainbridge Island School District,KITSAP,7-8,551,517,33,5,27,1,0,17,16,11,16,22,0
1487,Cedar Tree Classical Christian School,Private School,20601 NE 29th Ave                  ,Ridgefield,WA,98642,Battle Ground School District,CLARK,K-12,163,133,21,1,20,0,0,12,12,13,14,18,19
OICP02,"Child Development Program, WSU Vancouver",Private School,14204 NE SALMON CREEK AVE,Vancouver,WA,98686,Battle Ground School District,CLARK,K+,18,17,1,0,1,0,0,1,1,1,1,1,1
8480,Firm Foundation Christian School,Private School,1919 SW 25th Ave,Battle Ground,WA,98604,Battle Ground School District,CLARK,P-12,401,365,36,0,33,0,3,31,31,31,33,25,34
8071,Gardner School,Private School,16413 NE 50th Ave,Vancouver,WA,98686,Battle Ground School District,CLARK,P-8,67,51,8,1,7,0,0,7,7,7,8,7,7
8013,Meadowglade SDA School,Private School,18717 NE 109th Ave,Battle Ground,WA,98604,Battle Ground School District,CLARK,K-8,234,223,11,1,10,0,0,5,5,4,4,3,9
8012,Columbia Adventist Academy,Private School,11100 NE 189th St,Battle Ground,WA,98604,Battle Ground School District,CLARK,9-12,109,109,0,0,0,0,0,0,0,0,0,0,0
3545,Laurin Middle School,Public School,13601 NE 97TH AVE,Vancouver,WA,98662,Battle Ground School District,CLARK,5-8,553,484,47,7,37,6,0,35,35,25,28,27,15
2671,Amboy Middle School,Public School,22115 NE Chelatchie Rd,Amboy,WA,98601,Battle Ground School District,CLARK,5-8,645,533,79,5,75,2,0,48,42,47,52,56,21
2415,Battle Ground High School,Public School,PO Box 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,9-12,2152,1918,184,5,171,8,1,138,124,72,90,73,0
1836,CAM Academy,Public School,715 NW Onsdorff Blvd,Battle Ground,WA,98604,Battle Ground School District,CLARK,3-12,604,483,102,6,92,4,2,82,80,50,51,48,28
4352,Captain Strong,Public School,PO Box 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,K -4,655,641,1,1,0,0,0,1,1,1,1,0,1
5133,Chief Umtuch Middle,Public School,PO BOX 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,5-8,609,537,43,4,39,0,0,33,28,39,30,34,17
1875,Homelink River,Public School,PO Box 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,K -12,854,479,233,8,197,29,1,205,194,156,179,153,93
5291,Maple Grove K-8,Public School,PO Box 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,K-8,542,440,76,2,60,14,0,59,57,58,58,51,50
3997,Pleasant Valley Middle,Public School,14320 NE 50TH AVE,Vancouver,WA,98686,Battle Ground School District,CLARK,5-8,485,409,32,2,28,2,0,22,22,19,20,20,11
3996,Pleasant Valley Primary,Public School,PO Box 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,K -4,618,528,40,4,33,4,0,35,35,31,32,26,33
4104,Prairie High School,Public School,PO Box 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,9-12,1462,1341,102,3,91,10,1,85,76,43,58,40,0
4450,Summit View High School,Public School,PO Box 200,Battle Ground,WA,98604,Battle Ground School District,CLARK,9-12,378,317,37,2,29,2,4,30,27,11,19,14,0
3018,Glenwood Heights Primary,Public School,9716 NE 134th St,Vancouver,WA,98662,Battle Ground School District,CLARK,K -4,,,,,,,,,,,,,
2910,Yacolt Primary,Public School,406 W YACOLT RD,Yacolt,WA,98675,Battle Ground School District,CLARK,K -4,,,,,,,,,,,,,
5089,Daybreak Middle,Public School,1900 NW 20th AVE,Battle Ground,WA,98604,Battle Ground School District,CLARK,5-8,500,377,42,4,34,4,0,27,27,18,23,15,16
5090,Daybreak Primary,Public School,1900 NW 20th AVE,Battle Ground,WA,98604,Battle Ground School District,CLARK,PK-4,613,509,61,5,43,11,2,45,45,45,49,40,56
5131,Tukes Valley Middle School,Public School,20601 NE 167th Ave,Battle Ground,WA,98604,Battle Ground School District,CLARK,5-8,527,444,47,5,40,4,0,36,36,30,33,29,23
5132,Tukes Valley Primary ,Public School,20601 NE 167th Ave,Battle Ground,WA,98604,Battle Ground School District,CLARK,PK-4,648,557,60,8,46,7,0,42,42,44,45,45,53
8091,Bellevue Christian School,Private School,1601 98th Ave NE,Clyde Hill,WA,98004,Bellevue School District,KING,7-12,480,463,17,1,16,0,0,9,9,9,6,7,3
8336,Bellevue Montessori School,Private School,2411 112th Ave NE,Bellevue,WA,98004,Bellevue School District,KING,P-5,46,44,2,0,2,0,0,2,2,2,2,2,2
8665,Cedar Park Christian School--Bellevue Campus,Private School,625 140th Ave NE,Bellevue,WA,98005,Bellevue School District,KING,P-5,43,34,9,0,9,0,0,8,7,7,7,7,9
OICP01,Chestnut Montessori School,Private School,10723 NE 38th Pl.,Bellevue,WA,98004,Bellevue School District,KING,K-3,19,17,2,1,1,0,0,1,1,2,2,2,2
8741,Eastside Christian School,Private School,14615 SE 22nd St,Bellevue,WA,98007,Bellevue School District,KING,P-8,220,138,14,4,10,0,0,4,4,4,3,6,6
8035,Forest Ridge School of Sacred Heart,Private School,4800 139th Ave SE,Bellevue,WA,98006,Bellevue School District,KING,5-12,391,384,2,0,2,0,0,2,0,0,1,1,0
8408,French Immersion School of Washington,Private School,4211 W Lake Sammamish Pkwy SE,Bellevue,WA,98008,Bellevue School District,KING,P-5,,,,,,,,,,,,,
8241,Hillside Student Community School,Private School,5027 159th Pl SE,Bellevue,WA,98006,Bellevue School District,KING,5-12,40,40,0,0,0,0,0,0,0,0,0,0,0
1469,Living Montessori Academy,Private School,2445 140th Ave NE,Bellevue,WA,98005,Bellevue School District,KING,P-3,47,40,7,0,7,0,0,0,0,2,3,3,3
8986,Newport Children's School,Private School,12930 SE Newport Way,Bellevue,WA,98006,Bellevue School District,KING,P-1,38,36,2,2,0,0,0,1,0,1,0,2,2
8830,Open Window School,Private School,6128 168th Place SE,Bellevue,WA,98006,Bellevue School District,KING,K-8,314,302,12,0,12,0,0,7,7,6,10,7,10
8093,Sacred Heart School,Private School,9450 NE 14th St,Clyde Hill,WA,98004,Bellevue School District,KING,P-8,398,392,6,2,4,0,0,3,2,3,4,4,3
8094,St. Louise School,Private School,133 156th Ave SE,Bellevue,WA,98007,Bellevue School District,KING,P-8,445,428,17,4,13,0,0,9,9,9,11,7,14
1434,St. Madeleine Sophie School,Private School,4400 130th Pl SE,Bellevue,WA,98006,Bellevue School District,KING,P-8,184,173,11,2,9,0,0,4,4,5,4,8,5
8095,St. Thomas School,Private School,8300 NE 12th St,Medina,WA,98039,Bellevue School District,KING,P-8,228,217,11,3,7,1,0,6,6,6,9,8,9
803E,The Eastside Montessori School,Private School,1934 108th Ave NE,Bellevue,WA,98004,Bellevue School District,KING,P-3,6,5,1,0,1,0,0,1,1,1,1,1,1
8244,The Little School,Private School,2812 116th Ave NE,Bellevue,WA,98004,Bellevue School District,KING,P-6,118,99,16,5,14,0,0,8,10,7,9,9,8
8560,Three Points Elementary,Private School,7800 NE 28th St,Medina,WA,98039,Bellevue School District,KING,P-6,266,258,5,0,4,1,0,5,5,5,5,6,6
8835,Academic Institute,Private School,13400 NE 20th Suite 47,Bellevue,WA,98005,Bellevue School District,KING,7-12,,,,,,,,,,,,,
8654,America's Child Montessori,Private School,14340 NE 21st,Bellevue,WA,98007,Bellevue School District,KING,P-2,,,,,,,,,,,,,
8292,Bellevue Children's Academy,Private School,14600 NE 24th St,Bellevue,WA,98007,Bellevue School District,KING,P-5,,,,,,,,,,,,,
801T,Bellevue Children's Academy 2nd Location,Private School,14600 NE 24th St,Bellevue,WA,98007,Bellevue School District,KING,2-8,,,,,,,,,,,,,
1460,Bel-Red Bilingual Academy,Private School,15061 Bel-Red Rd,Bellevue,WA,98007,Bellevue School District,KING,P-3,,,,,,,,,,,,,
800A,BK Play Academy for Gifted Children,Private School,6236 122nd Ave SE,Bellevue,WA,98006,Bellevue School District,KING,P-3,,,,,,,,,,,,,
1463,Chestnut Hill Academy South Campus,Private School,13633 SE 26th St,Bellevue,WA,98005,Bellevue School District,KING,K-8,,,,,,,,,,,,,
800W,Eastside Learning Community,Private School,12443 Bel-Red Rd  Ste 380,Bellevue,WA,98005,Bellevue School District,KING,6-8,,,,,,,,,,,,,
8563,Jewish Day School,Private School,15749 NE 4th St,Bellevue,WA,98008,Bellevue School District,KING,P-8,,,,,,,,,,,,,
8505,Spectrum Academy,Private School,2576 152nd Ave. NE,Redmond,WA,98052,Bellevue School District,KING,P-1,,,,,,,,,,,,,
8460,Three Cedars Waldorf School,Private School,556 124th Ave NE,Bellevue,WA,98005,Bellevue School District,KING,K-8,,,,,,,,,,,,,
8534,Brightmont Academy--Bellevue Campus,Private School,12360 NE 8th St  Suite 210,Bellevue,WA,98005,Bellevue School District,KING,6-12,4,4,0,0,0,0,0,0,0,0,0,0,0
8476,Eastside Academy,Private School,1717 Bellevue Way NE                ,Bellevue,WA,98004,Bellevue School District,KING,9-12,36,33,3,2,3,2,2,3,3,3,3,3,3
8971,Emerald Heights Academy,Private School,3850 - 156th Ave SE,Bellevue,WA,98006,Bellevue School District,KING,P-8,58,49,9,4,4,0,0,1,3,3,3,7,3
8559,Eton School,Private School,2701 Bel-Red Rd,Bellevue,WA,98008,Bellevue School District,KING,P-8,186,178,8,1,7,0,0,3,3,3,3,5,5
5308,Jing Mei Elementary School,Public School,301 151st Place NE,Bellevue,WA,98007,Bellevue School District,KING,K-2,,,,,,,,,,,,,
3633,Ardmore Elementary School,Public School,16616 NE 32nd St.,Bellevue,WA,98008,Bellevue School District,KING,K -5,357,315,19,7,11,1,0,9,0,9,9,12,16
5240,Bellevue Big Picture School,Public School,14844 SE 22nd Street,Bellevue,WA,98006,Bellevue School District,KING,6-12,285,234,31,13,18,0,0,18,0,13,18,16,21
2701,Bellevue High School,Public School,10416 Wolverine Way,Bellevue,WA,98004,Bellevue School District,KING,9-12,1517,1130,128,74,50,4,0,47,0,19,40,44,83
3705,Bennett Elementary School,Public School,17900 NE 16th Street,Bellevue,WA,98008,Bellevue School District,KING,K -5,400,318,31,12,18,1,0,14,0,8,17,20,21
1832,BSD Voc Ed/Career Educ Options,Public School,12111 NE 1st Street,Bellevue,WA,98005,Bellevue School District,KING,9-12,33,1,11,0,11,0,0,11,0,11,11,11,0
5281,Central Educational Services,Public School,12111 NE 1st Street,Bellevue,WA,98005,Bellevue School District,KING,PK-12,23,5,1,0,1,0,0,0,0,0,1,0,1
3742,Cherry Crest Elementary School,Public School,12400 NE 32nd Street,Bellevue,WA,98005,Bellevue School District,KING,K -5,676,605,41,19,21,1,0,17,0,6,12,17,30
3338,Chinook Middle School,Public School,2001  98th Avenue NE,Bellevue,WA,98004,Bellevue School District,KING,6-8,949,762,84,44,39,1,0,31,0,20,21,29,57
2847,Clyde Hill Elementary,Public School,9601 NE 24th Street,Bellevue,WA,98004,Bellevue School District,KING,K -5,637,536,63,21,42,0,0,18,0,19,23,30,45
3036,Eastgate Elementary School,Public School,4255 153rd Avenue SE,Bellevue,WA,98006,Bellevue School District,KING,K -5,460,377,19,7,12,0,0,7,0,5,8,8,17
2846,Enatai Elementary School,Public School,10615 SE 23rd Street,Bellevue,WA,98004,Bellevue School District,KING,K -5,550,447,24,7,17,0,0,10,0,3,11,11,20
3166,Highland Middle School,Public School,15027 NE Bel-Red Road,Bellevue,WA,98007,Bellevue School District,KING,6-8,523,317,53,38,15,0,0,17,0,11,16,15,43
3588,Interlake Senior High School,Public School,16245 NE 24th Street,Bellevue,WA,98008,Bellevue School District,KING,9-12,1530,1162,199,146,53,0,0,43,0,38,38,40,157
3522,International School,Public School,445 128th Ave SE,Bellevue,WA,98005,Bellevue School District,KING,6-12,564,455,39,10,29,0,0,20,0,14,18,18,20
3225,Lake Hills Elementary,Public School,14310 SE 12th Street,Bellevue,WA,98007,Bellevue School District,KING,K -5,490,451,21,4,16,1,0,10,0,10,10,10,16
3436,Medina Elementary School,Public School,8001 NE 8TH ST,Medina,WA,98039,Bellevue School District,KING,K -5,446,410,21,11,9,1,0,10,0,9,10,9,19
3437,Newport Heights Elementary,Public School,5225 119th Ave SE,Bellevue,WA,98006,Bellevue School District,KING,K -5,628,581,42,9,33,0,0,20,0,16,15,23,32
3486,Newport Senior High School,Public School,4333 Factoria Boulevard SE,Bellevue,WA,98006,Bellevue School District,KING,9-12,1680,1389,101,42,55,4,0,44,0,30,36,44,58
3631,Odle Middle School,Public School,14401 NE 8th Street,Bellevue,WA,98007,Bellevue School District,KING,6-8,794,505,82,56,25,1,0,31,0,20,30,23,64
3168,Phantom Lake Elementary,Public School,1050  160th Avenue SE,Bellevue,WA,98008,Bellevue School District,KING,PK-5,312,266,30,9,21,0,0,15,0,12,13,16,19
3224,Puesta del Sol Elementary School (Sunset Bellevue),Public School,3810  132nd Avenue SE,Bellevue,WA,98006,Bellevue School District,KING,K -5,574,519,50,15,35,0,0,14,0,21,20,28,38
3282,Sammamish Senior High,Public School,100  140th Avenue SE,Bellevue,WA,98005,Bellevue School District,KING,9-12,988,733,110,69,41,0,0,32,0,25,32,38,74
3339,Sherwood Forest Elementary,Public School,16411 NE 24th Street,Bellevue,WA,98008,Bellevue School District,KING,K -5,438,394,42,7,35,0,0,20,0,23,24,17,34
3789,Somerset Elementary School,Public School,14100 Somerset Boulevard SE,Bellevue,WA,98006,Bellevue School District,KING,K -5,577,515,34,10,23,1,0,19,0,17,18,18,30
3634,Spiritridge Elementary School,Public School,301 151ST PLACE NE (TEMPORARY),Bellevue,WA,98007,Bellevue School District,KING,K -5,695,630,47,22,24,1,0,17,0,21,21,24,37
3100,Stevenson Elementary,Public School,14220 NE 8th Street,Bellevue,WA,98007,Bellevue School District,KING,K -5,456,364,37,13,24,0,0,11,0,11,13,14,31
3435,Tillicum Middle School,Public School,16020 SE 16th Street,Bellevue,WA,98008,Bellevue School District,KING,6-8,662,389,49,18,30,1,0,22,0,16,17,21,37
3283,Tyee Middle School,Public School,11650 SE 60th,Bellevue,WA,98006,Bellevue School District,KING,6-8,889,769,48,17,31,0,0,20,0,14,17,14,33
3167,Woodridge Elementary,Public School,12619 SE 20th Place,Bellevue,WA,98005,Bellevue School District,KING,K -5,585,537,35,15,20,0,0,16,0,15,18,16,26
8216,Bellingham Christian School,Private School,1600 E Sunset Dr,Bellingham,WA,98226,Bellingham School District,WHATCOM,P-8,170,129,41,3,38,0,0,20,20,22,20,26,34
1424,Gardenview Montessori,Private School,3242 Firwood Ave,Bellingham,WA,98225,Bellingham School District,WHATCOM,P-1,5,5,0,0,0,0,0,0,0,0,0,0,0
8936,"Lynden Christian School, Bellingham",Private School,567 E Kellogg Rd,Bellingham,WA,98226,Bellingham School District,WHATCOM,P-8,92,70,18,1,17,0,0,11,11,12,12,13,16
8223,St. Paul's Academy,Private School,3000 Northwest Ave,Bellingham,WA,98225,Bellingham School District,WHATCOM,P-12,246,221,18,5,14,0,0,11,11,13,12,17,16
8869,Whatcom Hills Waldorf,Private School,941 Austin St,Bellingham,WA,98229,Bellingham School District,WHATCOM,P-8,146,60,45,2,42,1,0,39,41,45,45,45,39
8390,Cedar Tree Montessori,Private School,2114 Broadway Ave,Bellingham,WA,98225,Bellingham School District,WHATCOM,1-6,,,,,,,,,,,,,
8074,Explorations Academy/Global Community Institute,Private School,1701 Ellis Street,Bellingham,WA,98225,Bellingham School District,WHATCOM,8-12,,,,,,,,,,,,,
8088,Home Port Learning Center,Private School,707 Astor St,Bellingham,WA,98225,Bellingham School District,WHATCOM,7-12,,,,,,,,,,,,,
802K,St. Paul's Academy--2nd Location,Private School,1509 E Victor Street ,Bellingham,WA,98225,Bellingham School District,WHATCOM,6-12,,,,,,,,,,,,,
8215,Assumption Catholic School,Private School,2116 Cornwall Ave,Bellingham,WA,98225,Bellingham School District,WHATCOM,P-8,186,152,8,1,7,0,0,0,0,3,2,5,6
800T,Montessori at Samish Woods,Private School,1027 Samish Way,Bellingham,WA,98229,Bellingham School District,WHATCOM,P-6,70,60,10,0,10,0,0,5,5,5,5,9,8
3200,Alderwood Elementary School,Public School,3400 Hollywood Ave,Bellingham,WA,98225,Bellingham School District,WHATCOM,PK-5,302,277,14,4,11,0,0,9,9,8,8,12,10
2553,Bellingham High School,Public School,2020 Cornwall Ave,Bellingham,WA,98225,Bellingham School District,WHATCOM,9-12,1116,1002,82,3,78,1,1,52,20,48,52,79,0
2817,Carl Cozier Elementary School,Public School,1330 Lincoln St,Bellingham,WA,98229,Bellingham School District,WHATCOM,PK-5,292,262,13,0,11,2,0,4,4,5,5,7,10
2365,Columbia Elementary School,Public School,2508 Utter St,Bellingham,WA,98225,Bellingham School District,WHATCOM,PK-5,284,208,34,11,24,0,0,9,9,18,13,28,28
5239,Cordata Elementary School,Public School,4420 Aldrich Rd,Bellingham,WA,98226,Bellingham School District,WHATCOM,PK-5,452,413,30,6,23,0,2,20,21,20,22,22,26
2066,Fairhaven Middle School,Public School,110 Park Ridge Rd,Bellingham,WA,98225,Bellingham School District,WHATCOM,6-8,607,542,55,5,49,1,1,24,21,31,23,41,4
2262,Geneva Elementary School,Public School,1401 Geneva St,Bellingham,WA,98229,Bellingham School District,WHATCOM,PK-5,414,363,43,2,36,5,1,30,30,27,28,28,38
3134,Happy Valley Elementary School,Public School,1041 24th St,Bellingham,WA,98225,Bellingham School District,WHATCOM,PK-5,324,295,27,4,23,0,0,7,7,10,12,18,22
4442,Kulshan Middle School,Public School,1250 Kenoyer Dr,Bellingham,WA,98229,Bellingham School District,WHATCOM,6-8,591,539,38,0,37,1,1,25,21,21,19,25,4
2261,Larrabee Elementary School,Public School,1409 18th St,Bellingham,WA,98225,Bellingham School District,WHATCOM,PK-5,160,141,13,3,10,0,1,6,6,8,9,11,11
2225,Lowell Elementary School,Public School,935 14th St,Bellingham,WA,98225,Bellingham School District,WHATCOM,PK-5,291,253,29,7,23,0,0,13,14,11,10,17,21
4571,Northern Heights Elementary Schl,Public School,4000 Magrath Rd,Bellingham,WA,98226,Bellingham School District,WHATCOM,PK-5,457,427,21,4,15,2,0,14,13,15,14,19,18
1647,Options High School,Public School,2015 Franklin St,Bellingham,WA,98225,Bellingham School District,WHATCOM,9-12,108,95,8,0,8,0,0,7,5,3,5,4,0
3202,Parkview Elementary School,Public School,3033 Coolidge Dr,Bellingham,WA,98225,Bellingham School District,WHATCOM,PK-5,272,229,33,7,26,0,0,18,17,20,19,27,29
2067,Roosevelt Elementary School,Public School,2900 Yew St,Bellingham,WA,98226,Bellingham School District,WHATCOM,PK-5,426,384,38,6,32,0,0,25,24,23,27,32,28
3576,Sehome High School,Public School,2700 Bill McDonald Pkwy,Bellingham,WA,98225,Bellingham School District,WHATCOM,9-12,1132,1037,78,5,74,0,0,50,28,43,48,65,0
3201,Shuksan Middle School,Public School,2717 Alderwood Ave,Bellingham,WA,98225,Bellingham School District,WHATCOM,6-8,626,593,22,0,21,0,1,16,9,14,14,17,2
2175,Silver Beach Elementary,Public School,4101 Academy St,Bellingham,WA,98226,Bellingham School District,WHATCOM,PK-5,432,395,35,3,32,1,0,22,23,25,27,30,30
4515,Squalicum High School,Public School,3773 E McLeod Rd,Bellingham,WA,98226,Bellingham School District,WHATCOM,9-12,1348,1267,62,3,59,1,0,38,23,38,40,53,0
2387,Sunnyland Elementary School,Public School,2800 James St,Bellingham,WA,98226,Bellingham School District,WHATCOM,PK-5,359,314,30,6,24,0,0,18,18,19,14,22,28
5125,Wade King Elementary School,Public School,2155 Yew Street Rd,Bellingham,WA,98229,Bellingham School District,WHATCOM,PK-5,462,401,54,11,44,0,0,17,17,24,22,35,37
2075,Whatcom Middle School,Public School,810 Halleck St,Bellingham,WA,98225,Bellingham School District,WHATCOM,6-8,595,532,55,8,47,0,0,25,24,28,26,45,3
3142,Benge Elementary,Public School,2978 E. Benge-Winona Rd.,Benge,WA,99105,Benge School District,ADAMS,K -6,13,8,5,0,4,1,0,4,4,3,4,5,3
8829,Cascade Christian Schools--Fredrickson Elementary,Private School,3425 176th St E,Tacoma,WA,98446,Bethel School District,PIERCE,P-6,132,120,12,4,8,0,0,6,6,7,7,7,12
1414,St. Mary's Academy,Private School,757 138th St S,Tacoma,WA,98444,Bethel School District,PIERCE,K-8,47,34,13,0,10,3,0,12,12,13,12,13,12
8258,Imagination School of Education,Private School,14917 9th Ave Ct E,Tacoma,WA,98445,Bethel School District,PIERCE,P-10,,,,,,,,,,,,,
8717,South Sound Christian Schools-New Hope Campus,Private School,25713 70th Ave E,Graham,WA,98338,Bethel School District,PIERCE,P-6,,,,,,,,,,,,,
2877,Elk Plain School of Choice,Public School,22015 22nd Ave E,Spanaway,WA,98397,Bethel School District,PIERCE,K -6,466,396,29,9,18,2,1,14,16,12,14,14,19
4099,Evergreen Elementary,Public School,1311  172nd St E,Spanaway,WA,98387,Bethel School District,PIERCE,K -6,506,456,13,1,11,1,0,5,5,5,6,5,12
5206,Liberty Middle School,Public School,7319 Eustis-Hunt Rd E,Spanaway,WA,98387,Bethel School District,PIERCE,7-8,775,671,17,3,13,1,0,11,10,9,9,13,2
2807,Bethel High School,Public School,22215 38th Ave E,Spanaway,WA,98387,Bethel School District,PIERCE,10-12,1648,1563,35,3,27,5,0,19,15,6,18,13,0
3250,Bethel Middle School,Public School,22201 38th Avenue East,Spanaway,WA,98387,Bethel School District,PIERCE,7-8,680,639,26,5,18,3,0,13,11,14,11,14,7
4331,Centennial Elementary,Public School,24323 54th Ave E,Graham,WA,98338,Bethel School District,PIERCE,K -6,460,439,17,2,14,1,0,8,8,8,8,8,13
3649,Chester H Thompson Elementary,Public School,303 159th St E,Tacoma,WA,98445,Bethel School District,PIERCE,K -6,572,544,21,7,13,2,0,13,13,12,14,11,20
5159,Frederickson Elementary,Public School,17418 74TH AVE E,Puyallup,WA,98375,Bethel School District,PIERCE,K -6,544,521,16,5,9,2,0,13,13,12,12,12,15
4407,Frontier Middle School,Public School,22110 108th Ave E,Graham,WA,98338,Bethel School District,PIERCE,7-8,774,658,26,2,22,3,1,15,13,13,17,17,6
4297,Graham Elementary,Public School,10026 204th St E,Graham,WA,98338,Bethel School District,PIERCE,K -6,620,592,23,7,14,2,0,7,9,11,14,11,19
5033,Graham Kapowsin High School,Public School,22100 108th Ave E,Graham,WA,98338,Bethel School District,PIERCE,10-12,1841,1774,50,9,35,7,0,32,30,20,22,29,0
2748,Kapowsin Elementary,Public School,10412 264th St E,Graham,WA,98338,Bethel School District,PIERCE,K -6,357,341,16,5,11,0,0,11,11,13,11,11,12
4102,Naches Trail Elementary,Public School,15305 Waller Road E,Tacoma,WA,98446,Bethel School District,PIERCE,K -6,462,430,25,5,18,2,0,12,12,13,13,11,19
5160,Nelson Elementary School,Public School,22109 108th Ave E,Graham,WA,98375,Bethel School District,PIERCE,K -6,531,516,15,4,12,1,0,9,10,9,10,9,13
4538,North Star Elementary,Public School,7719 224th St E,Graham,WA,98338,Bethel School District,PIERCE,K -6,501,475,24,6,17,1,0,6,6,8,7,11,18
4381,Pioneer Valley Elementary,Public School,7315 Eustis Hunt Rd,Spanaway,WA,98387,Bethel School District,PIERCE,K -6,464,443,19,6,12,1,0,12,12,12,14,11,18
4227,Rocky Ridge Elementary,Public School,6514 260th St E,Graham,WA,98338,Bethel School District,PIERCE,K -6,441,403,21,6,14,0,1,10,10,8,10,12,17
2399,Spanaway Elementary,Public School,215 166th St S,Spanaway,WA,98387,Bethel School District,PIERCE,K -6,358,346,12,3,6,1,2,5,5,5,10,2,7
4158,Spanaway Lake High School,Public School,1305 168th St E,Spanaway,WA,98387,Bethel School District,PIERCE,10-12,1732,1635,49,3,43,2,1,34,28,16,23,20,0
4186,Cedarcrest Middle School,Public School,19120 13th Ave Ct E,Spanaway,WA,98387,Bethel School District,PIERCE,7-8,,,,,,,,,,,,,
4296,Camas Prairie Elementary,Public School,320  176th St E,Spanaway,WA,98387,Bethel School District,PIERCE,K -6,584,563,12,3,9,0,0,8,8,7,9,7,9
1510,Challenger Secondary School,Public School,18020 B St E,Spanaway,WA,98387,Bethel School District,PIERCE,5-12,345,275,11,2,9,0,0,9,7,4,8,7,0
2576,Clover Creek Elementary,Public School,16715 36th Ave E,Tacoma,WA,98446,Bethel School District,PIERCE,K -6,537,502,17,5,10,2,0,16,16,15,16,9,14
4578,Cougar Mountain Middle School,Public School,5108 260th St E,Graham,WA,98338,Bethel School District,PIERCE,7-8,634,608,17,6,9,1,1,13,13,7,8,8,2
4103,Shining Mountain Elementary,Public School,21615 38th Ave E,Spanaway,WA,98387,Bethel School District,PIERCE,K -6,604,568,16,2,14,0,0,7,7,5,7,7,10
3751,Spanaway Middle School,Public School,15701 B St E,Tacoma,WA,98445,Bethel School District,PIERCE,7-8,729,625,25,3,20,4,0,17,14,14,15,15,3
2543,Roy Elementary,Public School,4th & Petersen,Roy,WA,98580,Bethel School District,THURSTON,K -6,258,245,10,2,8,0,0,5,4,4,5,3,8
3392,Bickleton Elementary & High School,Public School,100 MARKET ST.,Bickelton,WA,99322,Bickleton School District,KLICKITAT,K -12,90,90,0,0,0,0,0,0,0,0,0,0,0
2713,Blaine Elementary School,Public School,836 MITCHELL AVE,Blaine,WA,98230,Blaine School District,WHATCOM,3-5,434,357,40,5,33,3,0,26,23,22,27,19,33
3136,Blaine High School,Public School,1055 H STREET,Blaine,WA,98230,Blaine School District,WHATCOM,9-12,651,540,38,4,33,1,0,24,18,25,27,28,0
5021,Blaine Home Connections,Public School,580 C Street,Blaine,WA,98230,Blaine School District,WHATCOM,K -11,71,40,30,2,28,0,0,27,27,25,23,23,19
3796,Blaine Middle School,Public School,975 H STREET,Blaine,WA,98230,Blaine School District,WHATCOM,6-8,497,309,29,5,23,1,0,14,14,14,17,19,8
