"school_year"	"school_code"	"school_name"	"school_type"	"school_city"	"school_state"	"school_zip"	"school_county"	"school_district"	"district_code"	"grade_levels"	"reported"	"enrolled"	"total_exemptions"	"medical_exempt"	"personal_exempt"	"religious_exempt"	"exempt_DTTd"	"exempt_pertussis"	"exempt_polio"	"exempt_MMR"	"exempt_hepB"	"exempt_varicella"	"percent_exempt_DTTd"	"percent_exempt_pertussis"	"percent_exempt_polio"	"percent_exempt_MMR"	"percent_exempt_hepB"	"percent_exempt_varicella"	"percent_exempt"
"16710"	"2012"	"2135"	"Starbuck School"	"Public"	"STARBUCK"	"WA"	"99359"	"COLUMBIA"	"Starbuck School District"	7035	"K-8"	"Yes"	30	2	0	0	2	2	2	2	2	2	2	6.67	6.67	6.67	6.67	6.67	6.67	6.67
"16810"	"2012"	"4566"	"Beaver Valley School"	"Public"	"Leavenworth"	"WA"	"98826"	"CHELAN"	"Cascade School District"	4228	"K -4"	"Yes"	30	7	0	7	0	5	5	6	5	5	7	16.67	16.67	20	16.67	16.67	23.33	23.33
"16910"	"2012"	"8330"	"Foothills Christian School "	"Private"	"Mount Vernon"	"WA"	"98273"	"SKAGIT"	"Mount Vernon School District"	29320	"P-8"	"Yes"	31	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9.68
"17010"	"2012"	"5223"	"Paideia High School"	"Public"	"Valley"	"WA"	"99181"	"STEVENS"	"Valley School District"	33070	"9-12"	"Yes"	31	13	0	12	2	11	11	11	10	10	0	35.48	35.48	35.48	32.26	32.26	0	41.94
"17110"	"2012"	"1756"	"CLIP"	"Public"	"Carnation"	"WA"	"98014"	"KING"	"Riverview School District"	17407	"9-12"	"Yes"	31	2	0	2	0	2	0	1	0	0	0	6.45	0	3.23	0	0	0	6.45
"17210"	"2012"	"8940"	"Seattle Urban Academy"	"Private"	"Seattle"	"WA"	"98118"	"KING"	"Seattle Public Schools"	17001	"9-12"	"Yes"	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17310"	"2012"	"8975"	"Skinner Elementary Montessori School"	"Private"	"Vancouver"	"WA"	"98661"	"CLARK"	"Vancouver School District"	6037	"P-6"	"Yes"	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17410"	"2012"	"8374"	"South Kitsap Christian School"	"Private"	"Port Orchard"	"WA"	"98366"	"KITSAP"	"South Kitsap School District"	18402	"P-12"	"Yes"	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17510"	"2012"	"8476"	"Eastside Academy"	"Private"	"Bellevue"	"WA"	"98004"	"KING"	"Bellevue School District"	17405	"9-12"	"Yes"	32	3	0	3	1	3	3	2	3	3	3	9.38	9.38	6.25	9.38	9.38	9.38	9.38
"17610"	"2012"	"5194"	"Kelso Virtual Academy"	"Public"	"Kelso"	"WA"	"98626"	"COWLITZ"	"Kelso School District"	8458	"9-12"	"Yes"	32	1	0	1	0	1	0	1	1	1	0	3.12	0	3.12	3.12	3.12	0	3.12
"17710"	"2012"	"2115"	"Steptoe Elementary School"	"Public"	"Steptoe"	"WA"	"99174"	"WHITMAN"	"Steptoe School District"	38304	"PK-8"	"Yes"	33	1	0	1	0	1	1	1	1	1	1	3.03	3.03	3.03	3.03	3.03	3.03	3.03
"17810"	"2012"	"5186"	"Excel High School"	"Public"	"Ellensburg"	"WA"	"98926"	"KITTITAS"	"Ellensburg School District"	19401	"9-12"	"Yes"	33	4	1	3	0	3	3	2	3	3	0	9.09	9.09	6.06	9.09	9.09	0	12.12
"17910"	"2012"	"8090"	"Kelso Longview Adventist School"	"Private"	"Kelso"	"WA"	"98626"	"COWLITZ"	"Kelso School District"	8458	"K-8"	"Yes"	33	3	0	3	0	3	3	3	3	3	3	9.09	9.09	9.09	9.09	9.09	9.09	9.09
"18010"	"2012"	"8121"	"Voyager Montessori"	"Private"	"Bainbridge Island"	"WA"	"98110"	"KITSAP"	"Bainbridge Island School District"	18303	"1-6"	"Yes"	33	4	1	3	0	3	2	3	3	4	3	9.09	6.06	9.09	9.09	12.12	9.09	12.12
"18110"	"2012"	"8317"	"Olympia Community School"	"Private"	"Olympia"	"WA"	"98501"	"THURSTON"	"Olympia School District"	34111	"K-5"	"Yes"	33	12	2	10	0	8	8	9	10	11	11	24.24	24.24	27.27	30.3	33.33	33.33	36.36
"18210"	"2012"	"8713"	"Faith Lutheran School of Redmond"	"Private"	"Redmond"	"WA"	"98052"	"KING"	"Lake Washington School District"	17414	"P-4"	"Yes"	33	5	0	5	0	3	3	2	3	4	2	9.09	9.09	6.06	9.09	12.12	6.06	15.15
"18310"	"2012"	"1754"	"Palouse Junction High School"	"Public"	"Connell"	"WA"	"99326"	"FRANKLIN"	"North Franklin School District"	11051	"9-12"	"Yes"	33	1	1	0	0	0	0	0	1	0	0	0	0	0	3.03	0	0	3.03
"18410"	"2012"	"1698"	"SCCP Images"	"Public"	"Spokane"	"WA"	"99217"	"SPOKANE"	"Spokane School District"	32081	"12-12"	"Yes"	33	2	0	2	0	1	1	1	1	2	0	3.03	3.03	3.03	3.03	6.06	0	6.06
"18510"	"2012"	"3126"	"Middle School Options"	"Public"	"KINGSTON"	"WA"	"97346"	"KITSAP"	"North Kitsap School District"	18400	"6-8"	"Yes"	33	12	0	12	0	8	8	9	7	9	7	24.24	24.24	27.27	21.21	27.27	21.21	36.36
"18610"	"2012"	"8074"	"Explorations Academy/Global Community Institute"	"Private"	"Bellingham"	"WA"	"98225"	"WHATCOM"	"Bellingham School District"	37501	"8-12"	"Yes"	34	8	0	8	0	8	8	8	8	8	8	23.53	23.53	23.53	23.53	23.53	23.53	23.53
"18710"	"2012"	"1452"	"St. Basil Academy of Classical Studies"	"Private"	"Walla Walla"	"WA"	"99362"	"WALLA WALLA"	"Walla Walla Public Schools"	36140	"K-8"	"Yes"	34	4	2	2	0	3	2	3	3	3	3	8.82	5.88	8.82	8.82	8.82	8.82	11.76
"18810"	"2012"	"1848"	"Special Services"	"Public"	"Everett"	"WA"	"98204"	"SNOHOMISH"	"Mukilteo School District"	31006	"PK-12"	"Yes"	34	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	5.88	5.88
"18910"	"2012"	"2088"	"Lacrosse High School"	"Public"	"LaCrosse"	"WA"	"99143"	"WHITMAN"	"LaCrosse School District"	38126	"9-12"	"Yes"	34	2	0	2	0	2	2	2	2	1	1	5.88	5.88	5.88	5.88	2.94	2.94	5.88
"19010"	"2012"	"1558"	"Unassigned Special Education"	"Public"	"LYNNWOOD"	"WA"	"98036"	"SNOHOMISH"	"Edmonds School District"	31015	"PK-9"	"Yes"	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19110"	"2012"	"1439"	"Cedar River Academy"	"Private"	"Enumclaw"	"WA"	"98022"	"KING"	"Enumclaw School District"	17216	"P-8"	"Yes"	35	0	0	0	0	35	35	35	35	35	35	100	100	100	100	100	100	0
"19210"	"2012"	"1835"	"Sentinel Tech Alt School"	"Public"	"Mattawa"	"WA"	"99349"	"GRANT"	"Wahluke School District"	13073	"9-12"	"Yes"	35	2	0	0	2	2	2	2	1	2	0	5.71	5.71	5.71	2.86	5.71	0	5.71
"19310"	"2012"	"8228"	"Grace Lutheran School"	"Private"	"Yakima"	"WA"	"98902"	"YAKIMA"	"Yakima School District"	39007	"P-8"	"Yes"	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19410"	"2012"	"4281"	"Park Avenue Center"	"Public"	"Tacoma"	"WA"	"98408"	"PIERCE"	"Tacoma School District"	27010	"K -12"	"Yes"	35	1	0	1	0	1	1	1	1	1	0	2.86	2.86	2.86	2.86	2.86	0	2.86
"19510"	"2012"	"2049"	"Onion Creek Elementary"	"Public"	"Colville"	"WA"	"99114"	"STEVENS"	"Onion Creek School District"	33030	"PK-8"	"Yes"	36	6	1	4	1	5	6	5	5	6	3	13.89	16.67	13.89	13.89	16.67	8.33	16.67
"19610"	"2012"	"8983"	"Solomon Christian School"	"Private"	"Edmonds"	"WA"	"98026"	"SNOHOMISH"	"Edmonds School District"	31015	"7-12"	"Yes"	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19710"	"2012"	"2263"	"Beach Elem"	"Public"	"Lummi Island"	"WA"	"98262"	"WHATCOM"	"Ferndale School District"	37502	"K -6"	"Yes"	37	18	0	18	0	12	12	13	12	14	15	32.43	32.43	35.14	32.43	37.84	40.54	48.65
"19810"	"2012"	"8165"	"Matheia School"	"Private"	"Seattle"	"WA"	"98117"	"KING"	"Seattle Public Schools"	17001	"P-5"	"Yes"	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19910"	"2012"	"1499"	"Serendipity Academy at the Lodge"	"Private"	"Tumwater"	"WA"	"98501"	"THURSTON"	"Tumwater School District"	34033	"K-6"	"Yes"	37	2	0	2	0	2	2	2	2	2	2	5.41	5.41	5.41	5.41	5.41	5.41	5.41
"20010"	"2012"	"4263"	"Residential Consortium"	"Public"	"SEATTLE"	"WA"	"98119"	"KING"	"Seattle Public Schools"	17001	"PK-12"	"Yes"	37	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2.7	0	2.7
"20110"	"2012"	"2136"	"Orient Elem"	"Public"	"Orient"	"WA"	"99160"	"FERRY"	"Orient School District"	10065	"K -8"	"Yes"	38	9	0	9	0	4	4	5	5	6	2	10.53	10.53	13.16	13.16	15.79	5.26	23.68
"20210"	"2012"	"8240"	"Academy Schools/Children’s Academy"	"Private"	"Tukwila"	"WA"	"98168"	"KING"	"Tukwila School District"	17406	"P-12"	"Yes"	38	4	0	4	0	3	0	2	2	3	2	7.89	0	5.26	5.26	7.89	5.26	10.53
"20310"	"2012"	"8986"	"Newport Children's School"	"Private"	"Bellevue"	"WA"	"98006"	"KING"	"Bellevue School District"	17405	"P-1"	"Yes"	38	0	1	0	2	1	1	1	1	38	37	2.63	2.63	2.63	2.63	100	97.37	0
"20410"	"2012"	"2836"	"Brinnon Elementary"	"Public"	"BRINNON"	"WA"	"98320"	"JEFFERSON"	"Brinnon School District"	16046	"K -8"	"Yes"	38	1	0	1	0	1	1	1	1	1	1	2.63	2.63	2.63	2.63	2.63	2.63	2.63
"20510"	"2012"	"5070"	"Renton Academy"	"Public"	"NEWCASTLE"	"WA"	"98056"	"KING"	"Renton School District"	17403	"K -12"	"Yes"	39	4	0	4	0	1	1	1	0	2	2	2.56	2.56	2.56	0	5.13	5.13	10.26
"20610"	"2012"	"8241"	"Hillside Student Community School"	"Private"	"Bellevue"	"WA"	"98006"	"KING"	"Bellevue School District"	17405	"5-12"	"Yes"	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20710"	"2012"	"8684"	"Northwest School For Hearing Impaired"	"Private"	"Shoreline"	"WA"	"98133"	"KING"	"Shoreline School District"	17412	"P-8"	"Yes"	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20810"	"2012"	"8876"	"Whole Earth Montessori School"	"Private"	"Bothell"	"WA"	"98021"	"KING"	"Northshore School District"	17417	"P-12"	"Yes"	39	4	0	4	0	3	3	4	3	4	4	7.69	7.69	10.26	7.69	10.26	10.26	10.26
"20910"	"2012"	"1932"	"COLUMBIA VIRTUAL ACADEMY"	"Public"	"Valley"	"WA"	"99181"	"STEVENS"	"Valley School District"	33070	"K-8"	"Yes"	40	20	0	17	3	17	16	15	15	16	16	42.5	40	37.5	37.5	40	40	50
"21010"	"2012"	"5176"	"Cap Sante High School"	"Public"	"Anacortes"	"WA"	"98221"	"SKAGIT"	"Anacortes School District"	29103	"9-12"	"Yes"	40	5	0	5	0	4	3	0	5	4	0	10	7.5	0	12.5	10	0	12.5
"21110"	"2012"	"1500"	"Forks Alternative School"	"Public"	"Forks"	"WA"	"98331"	"CLALLAM"	"Quillayute Valley School District"	5402	"9-12"	"Yes"	40	1	0	1	0	1	1	1	1	0	0	2.5	2.5	2.5	2.5	0	0	2.5
"21210"	"2012"	"1424"	"Gardenview Montessori"	"Private"	"Bellingham"	"WA"	"98225"	"WHATCOM"	"Bellingham School District"	37501	"P-1"	"Yes"	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21310"	"2012"	"1793"	"Learning Opportunity Center"	"Public"	"Tacoma"	"WA"	"98424"	"PIERCE"	"Fife School District"	27417	"10-12"	"Yes"	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21410"	"2012"	"3047"	"Glenwood Elementary"	"Public"	"Glenwood"	"WA"	"98619"	"KLICKITAT"	"Glenwood School District"	20401	"K -6"	"Yes"	41	9	2	7	0	3	3	5	7	4	8	7.32	7.32	12.2	17.07	9.76	19.51	21.95
"21510"	"2012"	"8868"	"Cornerstone Christian Academy"	"Private"	"Spokane"	"WA"	"99202"	"SPOKANE"	"Spokane School District"	32081	"K-8"	"Yes"	41	1	0	1	0	1	1	1	1	1	1	2.44	2.44	2.44	2.44	2.44	2.44	2.44
"21610"	"2012"	"800U"	"Cedar Crest Academy"	"Private"	"Kirkland"	"WA"	"98033"	"KING"	"Lake Washington School District"	17414	"P-2"	"Yes"	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21710"	"2012"	"8293"	"St. Matthew Lutheran School"	"Private"	"Spokane"	"WA"	"99208"	"SPOKANE"	"Spokane School District"	32081	"P-8"	"Yes"	42	6	0	5	1	5	3	5	6	5	5	11.9	7.14	11.9	14.29	11.9	11.9	14.29
"21810"	"2012"	"8656"	"Johnson Christian School"	"Private"	"Colville"	"WA"	"99114"	"STEVENS"	"Colville School District"	33115	"P-12"	"Yes"	42	2	0	0	2	2	2	2	2	2	2	4.76	4.76	4.76	4.76	4.76	4.76	4.76
"21910"	"2012"	"2863"	"Creston Jr-Sr High School"	"Public"	"Creston"	"WA"	"99117"	"LINCOLN"	"Creston School District"	22073	"7-12"	"Yes"	42	2	1	1	0	1	1	1	2	1	0	2.38	2.38	2.38	4.76	2.38	0	4.76
"22010"	"2012"	"3050"	"Sprague Elementary"	"Public"	"Sprague"	"WA"	"99032"	"LINCOLN"	"Sprague School District"	22008	"K -4"	"Yes"	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22110"	"2012"	"8346"	"Discovery Montessori"	"Private"	"Port Orchard"	"WA"	"98366"	"KITSAP"	"South Kitsap School District"	18402	"P-8"	"Yes"	42	2	0	2	0	1	0	1	2	2	2	2.38	0	2.38	4.76	4.76	4.76	4.76
"22210"	"2012"	"8362"	"Methow Valley Community School"	"Private"	"Winthrop"	"WA"	"98862"	"OKANOGAN"	"Methow Valley School District"	24350	"1-8"	"Yes"	42	22	0	22	0	22	14	20	20	19	18	52.38	33.33	47.62	47.62	45.24	42.86	52.38
"22310"	"2012"	"3818"	"Maplewood Center"	"Public"	"EDMONDS"	"WA"	"98020"	"SNOHOMISH"	"Edmonds School District"	31015	"K -12"	"Yes"	42	5	0	5	0	3	2	3	3	1	2	7.14	4.76	7.14	7.14	2.38	4.76	11.9
"22410"	"2012"	"1414"	"St. Mary's Academy"	"Private"	"Tacoma"	"WA"	"98444"	"PIERCE"	"Bethel School District"	27403	"K-8"	"Yes"	43	8	0	5	3	2	1	1	4	1	3	4.65	2.33	2.33	9.3	2.33	6.98	18.6
"22510"	"2012"	"2087"	"Lacrosse Elementary School"	"Public"	"LaCrosse"	"WA"	"99143"	"WHITMAN"	"LaCrosse School District"	38126	"K -8"	"Yes"	43	8	0	8	0	4	4	3	3	2	5	9.3	9.3	6.98	6.98	4.65	11.63	18.6
"22610"	"2012"	"8209"	"Olympia Christian School"	"Private"	"Olympia"	"WA"	"98502"	"THURSTON"	"Olympia School District"	34111	"K-8"	"Yes"	43	1	0	0	1	1	1	1	1	1	3	2.33	2.33	2.33	2.33	2.33	6.98	2.33
"22710"	"2012"	"8958"	"Child School-New Heights School at Children's Institute for Learning Differences (CHILD)"	"Private"	"Mercer Island"	"WA"	"98040"	"KING"	"Mercer Island School District"	17400	"P-12"	"Yes"	43	5	0	5	0	5	5	5	5	5	5	11.63	11.63	11.63	11.63	11.63	11.63	11.63
"22810"	"2012"	"1987"	"Swiftwater Learning Center"	"Public"	"Roslyn"	"WA"	"98941"	"KITTITAS"	"Cle Elum-Roslyn School District"	19404	"8-12"	"Yes"	43	3	0	2	1	3	3	2	2	2	1	6.98	6.98	4.65	4.65	4.65	2.33	6.98
"22910"	"2012"	"8032"	"Concordia Lutheran School"	"Private"	"Seattle"	"WA"	"98115"	"KING"	"Seattle Public Schools"	17001	""	"Yes"	43	2	0	2	0	1	1	1	2	2	2	2.33	2.33	2.33	4.65	4.65	4.65	4.65
"23010"	"2012"	"5042"	"Medical Lake Alternative High School"	"Public"	"Medical Lake"	"WA"	"99022"	"SPOKANE"	"Medical Lake School District"	32326	"9-12"	"Yes"	44	1	0	1	0	1	0	0	0	0	0	2.27	0	0	0	0	0	2.27
"23110"	"2012"	"8202"	"Spokane Valley Adventist School"	"Private"	"Spokane Valley"	"WA"	"99016"	"SPOKANE"	"Central Valley School District"	32356	"K-9"	"Yes"	44	8	0	7	1	7	7	7	7	7	8	15.91	15.91	15.91	15.91	15.91	18.18	18.18
"23210"	"2012"	"8397"	"Pullman Christian School"	"Private"	"Pullman"	"WA"	"99163"	"WHITMAN"	"Pullman School District"	38267	"K-12"	"Yes"	44	4	0	4	0	2	2	2	2	2	4	4.55	4.55	4.55	4.55	4.55	9.09	9.09
"23310"	"2012"	"1763"	"Home Link Alternative"	"Public"	"Chewelah"	"WA"	"99109"	"STEVENS"	"Chewelah School District"	33036	"K -12"	"Yes"	44	16	0	16	0	13	13	9	11	9	7	29.55	29.55	20.45	25	20.45	15.91	36.36
"23410"	"2012"	"2932"	"Dick Scobee Elementary School"	"Public"	"AUBURN"	"WA"	"98002"	"KING"	"Auburn School District"	17408	"PK-5"	"Yes"	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23510"	"2012"	"1585"	"Comm Based Trans Prog"	"Public"	"Tacoma"	"WA"	"98405"	"PIERCE"	"Tacoma School District"	27010	"11-12"	"Yes"	44	3	1	2	0	1	1	1	2	2	1	2.27	2.27	2.27	4.55	4.55	2.27	6.82
"23610"	"2012"	"3513"	"Yale Elementary"	"Public"	"Ariel"	"WA"	"98603"	"COWLITZ"	"Woodland School District"	8404	"K -5"	"Yes"	45	4	0	2	2	3	3	3	3	4	3	6.67	6.67	6.67	6.67	8.89	6.67	8.89
"23710"	"2012"	"8541"	"Upper Valley Christian School"	"Private"	"Leavenworth"	"WA"	"98826"	"CHELAN"	"Cascade School District"	4228	"K-12"	"Yes"	45	2	0	2	0	2	2	2	2	2	2	4.44	4.44	4.44	4.44	4.44	4.44	4.44
"23810"	"2012"	"8755"	"Baker View Christian School"	"Private"	"Bellingham"	"WA"	"98226"	"WHATCOM"	"Ferndale School District"	37502	"P-8"	"Yes"	45	5	0	3	1	1	8	0	1	0	2	2.22	17.78	0	2.22	0	4.44	11.11
"23910"	"2012"	"2097"	"Great Northern Elementary"	"Public"	"SPOKANE"	"WA"	"99224"	"SPOKANE"	"Great Northern School District"	32312	"K -6"	"Yes"	46	4	0	4	0	4	4	4	4	2	3	8.7	8.7	8.7	8.7	4.35	6.52	8.7
"24010"	"2012"	"2743"	"Harrington Elementary School"	"Public"	"Harrington"	"WA"	"99134"	"LINCOLN"	"Harrington School District"	22204	"K -6"	"Yes"	46	4	0	4	0	1	1	1	2	1	3	2.17	2.17	2.17	4.35	2.17	6.52	8.7
"24110"	"2012"	"5114"	"Sky Valley Options"	"Public"	"sultan"	"WA"	"98294"	"SNOHOMISH"	"Sultan School District"	31311	"9-12"	"Yes"	46	4	1	3	0	4	4	4	4	3	0	8.7	8.7	8.7	8.7	6.52	0	8.7
"24210"	"2012"	"8372"	"The Clearwater School"	"Private"	"Bothell"	"WA"	"98012"	"KING"	"Northshore School District"	17417	"P-12"	"Yes"	46	20	0	18	2	13	13	20	20	20	17	28.26	28.26	43.48	43.48	43.48	36.96	43.48
"24310"	"2012"	"8969"	"Cascadia School"	"Private"	"Vancouver"	"WA"	"98664"	"CLARK"	"Evergreen School District (Clark)"	6114	"1-8"	"Yes"	46	3	0	2	2	3	3	3	3	3	3	6.52	6.52	6.52	6.52	6.52	6.52	6.52
"24410"	"2012"	"8164"	"Cypress Adventist School"	"Private"	"Lynnwood"	"WA"	"98036"	"SNOHOMISH"	"Edmonds School District"	31015	"P-8"	"Yes"	46	3	1	2	0	1	1	2	2	1	2	2.17	2.17	4.35	4.35	2.17	4.35	6.52
"24510"	"2012"	"5192"	"Special Services"	"Public"	"Tacoma"	"WA"	"98405"	"PIERCE"	"Tacoma School District"	27010	"PK-12"	"Yes"	46	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2.17	2.17
"24610"	"2012"	"8025"	"Sunrise Beach School"	"Private"	"Olympia"	"WA"	"98501"	"THURSTON"	"Griffin School District"	34324	"P-12"	"Yes"	47	11	0	11	0	10	10	10	10	10	11	21.28	21.28	21.28	21.28	21.28	23.4	23.4
"24710"	"2012"	"8390"	"Cedar Tree Montessori"	"Private"	"Bellingham"	"WA"	"98225"	"WHATCOM"	"Bellingham School District"	37501	"1-6"	"Yes"	47	9	0	9	0	8	8	8	8	8	8	17.02	17.02	17.02	17.02	17.02	17.02	19.15
"24810"	"2012"	"8694"	"Harrah Community Christian School"	"Private"	"Harrah"	"WA"	"98933"	"YAKIMA"	"Mount Adams School District"	39209	"P-8"	"Yes"	47	7	0	7	0	7	7	7	7	7	7	14.89	14.89	14.89	14.89	14.89	14.89	14.89
"24910"	"2012"	"2077"	"Damman Elementary"	"Public"	"Ellensburg"	"WA"	"98926"	"KITTITAS"	"Damman School District"	19007	"K -5"	"Yes"	47	4	1	3	0	3	3	3	3	4	4	6.38	6.38	6.38	6.38	8.51	8.51	8.51
"25010"	"2012"	"8110"	"New Horizon School"	"Private"	"Renton"	"WA"	"98055"	"KING"	"Renton School District"	17403	"5-12"	"Yes"	48	1	1	0	0	1	1	1	1	1	1	2.08	2.08	2.08	2.08	2.08	2.08	2.08
"25110"	"2012"	"2603"	"Inchelium High School"	"Public"	"Inchelium"	"WA"	"99138"	"FERRY"	"Inchelium School District"	10070	"9-12"	"Yes"	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"25210"	"2012"	"1646"	"Special Services School"	"Public"	"Vancouver"	"WA"	"98682"	"CLARK"	"Evergreen School District (Clark)"	6114	"K -12"	"Yes"	49	1	0	1	0	1	1	0	0	0	0	2.04	2.04	0	0	0	0	2.04
"25310"	"2012"	"8177"	"Swan School"	"Private"	"Port Townsend"	"WA"	"98368"	"JEFFERSON"	"Port Townsend School District"	16050	"P-6"	"Yes"	49	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	20.41
"25410"	"2012"	"8845"	"Puget Sound Christian School"	"Private"	"Tacoma"	"WA"	"98444"	"PIERCE"	"Tacoma School District"	27010	"P-6"	"Yes"	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"25510"	"2012"	"5106"	"Phoenix High School"	"Public"	"Kennewick"	"WA"	"99338"	"BENTON"	"Kennewick School District"	3017	"9-12"	"Yes"	49	4	0	4	0	4	4	4	3	3	3	8.16	8.16	8.16	6.12	6.12	6.12	8.16
"25610"	"2012"	"8225"	"Childrens Garden Montessori"	"Private"	"Richland"	"WA"	"99354"	"BENTON"	"Richland School District"	3400	"1-2"	"Yes"	49	4	0	4	0	4	4	4	4	4	4	8.16	8.16	8.16	8.16	8.16	8.16	8.16
"25710"	"2012"	"4214"	"Inchelium Middle School"	"Public"	"Inchelium"	"WA"	"99138"	"FERRY"	"Inchelium School District"	10070	"6-8"	"Yes"	49	1	0	1	0	1	1	1	1	1	1	2.04	2.04	2.04	2.04	2.04	2.04	2.04
"25810"	"2012"	"2432"	"Oakesdale High School"	"Public"	"Oakesdale"	"WA"	"99158"	"WHITMAN"	"Oakesdale School District"	38324	"7-12"	"Yes"	50	4	0	4	0	1	1	0	0	3	0	2	2	0	0	6	0	8
"25910"	"2012"	"3113"	"Harrington High School"	"Public"	"Harrington"	"WA"	"99134"	"LINCOLN"	"Harrington School District"	22204	"7-12"	"Yes"	50	4	0	4	0	3	2	2	3	3	2	6	4	4	6	6	4	8
"26010"	"2012"	"8010"	"St. Joseph School"	"Private"	"Vancouver"	"WA"	"98661"	"CLARK"	"Vancouver School District"	6037	"P-8"	"Yes"	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26110"	"2012"	"2041"	"Firwood Secondary"	"Public"	"Steilacoom"	"WA"	"98498"	"PIERCE"	"Clover Park School District"	27400	"6-12"	"Yes"	50	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	2
"26210"	"2012"	"5216"	"Bethel Elementary Learning Academy"	"Public"	"Spanaway"	"WA"	"98387"	"PIERCE"	"Bethel School District"	27403	"K -6"	"Yes"	51	1	0	1	0	1	1	1	1	1	1	1.96	1.96	1.96	1.96	1.96	1.96	1.96
"26310"	"2012"	"8665"	"Cedar Park Christian School--Bellevue Campus"	"Private"	"Bellevue"	"WA"	"98005"	"KING"	"Bellevue School District"	17405	"P-5"	"Yes"	51	11	0	11	0	10	8	9	9	8	10	19.61	15.69	17.65	17.65	15.69	19.61	21.57
"26410"	"2012"	"1574"	"Fir Grove Childrens Center"	"Public"	"VANCOUVER"	"WA"	"98661"	"CLARK"	"Vancouver School District"	6037	"1-12"	"Yes"	51	2	0	2	0	2	2	2	2	2	0	3.92	3.92	3.92	3.92	3.92	0	3.92
"26510"	"2012"	"1468"	"Montessori School of Yakima"	"Private"	"Yakima"	"WA"	"98908"	"YAKIMA"	"Yakima School District"	39007	"P-5"	"Yes"	52	1	0	1	0	1	1	1	1	1	1	1.92	1.92	1.92	1.92	1.92	1.92	1.92
"26610"	"2012"	"1518"	"Smokiam Alternative High School"	"Public"	"Soap Lake"	"WA"	"98851"	"GRANT"	"Soap Lake School District"	13156	"9-12"	"Yes"	52	4	0	4	0	4	4	4	4	4	4	7.69	7.69	7.69	7.69	7.69	7.69	7.69
"26710"	"2012"	"1653"	"New Frontiers Jr High"	"Public"	"SILVERDALE"	"WA"	"98383"	"KITSAP"	"Central Kitsap School District"	18401	"7-9"	"Yes"	52	2	0	2	0	2	2	1	1	1	1	3.85	3.85	1.92	1.92	1.92	1.92	3.85
"26810"	"2012"	"1971"	"Sage Hills High School"	"Public"	"Ephrata"	"WA"	"98823"	"GRANT"	"Ephrata School District"	13165	"8-12"	"Yes"	52	4	0	4	0	3	3	2	4	3	0	5.77	5.77	3.85	7.69	5.77	0	7.69
"26910"	"2012"	"8597"	"First Place"	"Private"	"Seattle"	"WA"	"98122"	"KING"	"Seattle Public Schools"	17001	"K-5"	"Yes"	52	0	0	0	0	11	11	11	5	5	8	21.15	21.15	21.15	9.62	9.62	15.38	0
"27110"	"2012"	"1400"	"Gospel Outreach"	"Private"	"Olympia"	"WA"	"98506"	"THURSTON"	"Olympia School District"	34111	"2-12"	"Yes"	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"27210"	"2012"	"1472"	"Quincy Valley School"	"Private"	"Quincy"	"WA"	"98848"	"GRANT"	"Quincy School District"	13144	"P-8"	"Yes"	53	1	0	1	0	1	1	1	0	1	0	1.89	1.89	1.89	0	1.89	0	1.89
"27310"	"2012"	"2862"	"Creston Elementary"	"Public"	"Creston"	"WA"	"99117"	"LINCOLN"	"Creston School District"	22073	"K -6"	"Yes"	53	6	0	6	0	1	1	0	1	0	5	1.89	1.89	0	1.89	0	9.43	11.32
