School Code	School Name	School Type	School District	County	Reported?	Data Source	Grade Levels	K-12 Number Enrolled	K-12 Number Complete	K-12 Number Exempt	K-12 Number Exempt: Medical	K-12 Number Exempt: Personal	K-12 Number Exempt: Religious	K-12 Number Exempt: Religious Member	K-12 Number Exempt: D/T	K-12 Number Exempt: Pertussis	K-12 Number Exempt: Polio	K-12 Number Exempt: MMR	K-12 Number Exempt: Hep B	K-12 Number Exempt: Varicella
8091	Bellevue Christian School	Private	Bellevue School District	KING	Yes	IIS	7-12	481	469	12	1	11	0	0	9	9	5	6	6	4
1685	Maplewood Parent Coop	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -8	481	442	33	2	29	2	0	11	10	12	14	18	13
4537	Crescent Heights Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	K -5	482	406	5	1	4	0	0	1	1	1	1	1	1
1620	Pathfinder K-8 School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -8	482	298	105	9	96	0	0	62	61	72	71	91	99
2195	Keene-Riverview Elementary	Public	Prosser School District	BENTON	Yes	IIS	PK-2	483	471	12	1	8	3	0	8	8	8	8	6	8
4309	Foothills Elementary	Public	White River School District	PIERCE	Yes	IIS	K -5	483	451	31	6	24	1	0	12	13	11	16	14	24
4472	Julia Butler Hansen Elementary	Public	Olympia School District	THURSTON	Yes	IIS	K -5	483	416	36	4	32	1	0	22	22	23	27	24	33
4389	Moran Prairie Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	483	456	29	7	21	1	0	16	16	12	16	19	18
2256	Olympic View Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	483	435	25	3	21	1	0	11	11	15	14	16	29
2260	McKenna Elementary	Public	Yelm School District	THURSTON	Yes	IIS	K -6	484	449	31	2	28	1	0	21	20	21	22	22	26
4307	Voyager Elementary	Public	Peninsula School District	PIERCE	Yes	IIS	K -5	484	464	20	3	17	0	0	10	10	13	11	12	10
4383	Totem Falls	Public	Snohomish School District	SNOHOMISH	Yes	IIS	K -6	484	459	25	1	24	0	0	14	15	16	13	15	16
2842	Shorewood Elementary	Public	Highline School District	KING	Yes	Paper	PK-6	484	463	12	0	12	0	0	8	8	9	11	5	10
4447	Evergreen Primary	Public	University Place School District	PIERCE	Yes	Paper	PK-4	484	450	30	10	19	1	0	16	16	17	19	21	25
4482	Eagleridge Elementary	Public	Ferndale School District	WHATCOM	Yes	Paper	PK-6	484	453	27	6	21	0	0	16	16	13	13	14	21
2997	Hulan L Whitson Elem	Public	White Salmon Valley School District	KLICKITAT	Yes	Paper	K -4	485	424	58	11	47	1	0	26	29	30	30	24	48
2142	West Woodland Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	485	411	47	4	42	1	0	21	22	24	23	33	49
2918	Connell Elem	Public	North Franklin School District	FRANKLIN	Yes	IIS	K -6	486	455	5	0	5	0	0	1	1	0	1	0	4
4454	Allen Creek Elementary School	Public	Marysville School District	SNOHOMISH	Yes	IIS	PK-5	486	467	13	4	9	0	0	7	8	8	8	7	10
4354	Mcauliffe Elementary	Public	Lake Washington School District	KING	Yes	Paper	K -5	486	439	19	3	17	0	0	7	7	9	7	9	15
3958	Meridian Park Elementary School	Public	Shoreline School District	KING	Yes	XLSCSV	K -6	486	447	33	5	28	0	0	9	8	12	14	15	21
2138	Adams Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	486	404	48	4	44	0	0	23	21	29	28	42	50
3822	Crestline Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	487	426	22	0	20	2	0	16	15	17	18	14	22
4489	Glenridge Elementary	Public	Kent School District	KING	Yes	IIS	K -6	487	458	22	4	16	2	0	10	9	9	10	13	13
2825	Westgate Elementary School	Public	Kennewick School District	BENTON	Yes	Paper	PK-5	487	462	13	2	11	0	0	9	9	10	11	7	12
2964	Salmon Creek Elementary	Public	Vancouver School District	CLARK	Yes	Paper	K -5	487	448	28	3	23	2	0	15	15	15	15	18	14
4367	Centennial Elementary	Public	Olympia School District	THURSTON	Yes	Paper	K -5	487	451	30	4	28	0	0	11	14	10	11	15	17
2258	Hutton Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	K -6	487	424	50	7	41	3	0	17	17	18	19	24	34
3491	Park Orchard Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	488	451	12	5	7	0	0	3	3	4	4	2	8
3997	Pleasant Valley Middle	Public	Battle Ground School District	CLARK	Yes	IIS	5-8	488	437	39	2	34	3	0	26	24	23	27	26	9
8883	Archbishop Thomas J. Murphy High School	Private	Everett School District	SNOHOMISH	Yes	IIS	9-12	488	478	10	0	9	1	0	10	10	10	10	10	10
3302	Beverly Elementary	Public	Edmonds School District	SNOHOMISH	Yes	Paper	K -6	488	464	24	4	20	0	0	12	12	10	11	12	16
4330	Mountain Way Elementary	Public	Granite Falls School District	SNOHOMISH	Yes	Paper	K -5	488	438	28	3	23	2	0	24	21	22	21	19	23
2640	Highlands Elementary School	Public	Renton School District	KING	Yes	XLSCSV	K -5	488	411	13	4	7	2	0	4	4	6	6	7	8
2229	Sultan Elementary School	Public	Sultan School District	SNOHOMISH	Yes	IIS	K -5	489	319	55	2	53	0	0	45	45	44	49	36	53
4163	Hearthwood Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	489	407	38	1	33	6	0	24	25	24	28	25	33
4545	Emerald Park Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	489	467	9	6	2	1	0	4	4	4	4	6	6
4305	Bear Creek Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	489	466	23	1	22	0	0	9	9	14	12	14	17
2811	Lowell Elementary	Public	Everett School District	SNOHOMISH	Yes	IIS	PK-5	490	448	25	0	22	3	0	19	19	19	19	15	24
2831	Monticello Middle School	Public	Longview School District	COWLITZ	Yes	IIS	6-8	490	481	9	2	7	0	0	6	6	5	7	5	3
3370	Orchard Middle School	Public	Wenatchee School District	CHELAN	Yes	IIS	6-8	490	471	4	1	3	0	0	0	0	2	2	2	2
4210	Enumclaw Middle School	Public	Enumclaw School District	KING	Yes	IIS	6-8	490	465	22	2	21	1	0	11	10	14	11	15	6
5131	Tukes Valley Middle School	Public	Battle Ground School District	CLARK	Yes	Paper	5-8	490	425	46	1	41	4	0	35	35	21	24	21	13
3410	Spruce Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	490	463	20	0	18	0	2	12	12	13	14	7	15
3521	Renton Park Elementary School	Public	Renton School District	KING	Yes	XLSCSV	K -5	490	436	29	6	22	2	0	16	15	16	18	14	24
2765	Beverly Park Elem at Glendale	Public	Highline School District	KING	Yes	IIS	PK-6	491	486	5	1	4	0	0	4	4	3	3	2	4
3622	Hoquiam High School	Public	Hoquiam School District	GRAYS HARBOR	Yes	IIS	9-12	491	467	16	1	13	2	0	19	19	8	9	11	0
2503	Port Townsend High School	Public	Port Townsend School District	JEFFERSON	Yes	IIS	9-12	492	213	65	0	62	3	0	49	39	41	51	60	0
3475	Cascade Middle School	Public	Longview School District	COWLITZ	Yes	IIS	6-8	492	478	14	0	13	1	0	12	12	10	9	8	3
3453	McCarver Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	492	427	9	0	6	3	0	8	8	8	8	8	9
2961	Hiawatha Elementary School	Public	Othello School District	ADAMS	Yes	IIS	K -5	493	482	6	1	4	1	0	3	3	3	4	4	4
4345	Horizon Elementary School	Public	Kent School District	KING	Yes	Paper	K -6	493	439	32	5	26	1	0	18	18	20	20	16	24
4065	Orca K-8 School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -8	493	376	61	5	55	0	1	23	24	31	39	47	61
2641	East Port Orchard Elementary	Public	South Kitsap School District	KITSAP	Yes	IIS	K -6	494	456	36	12	21	2	1	16	17	16	23	18	28
2993	Kenmore Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	494	465	18	1	17	0	0	11	11	13	13	11	18
1579	Tops K-8 School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-8	495	384	39	5	34	0	0	23	23	24	21	28	53
3019	Robert Gray Elementary	Public	Longview School District	COWLITZ	Yes	IIS	K -5	497	479	18	4	13	0	2	12	12	13	12	11	13
3225	Lake Hills Elementary	Public	Bellevue School District	KING	Yes	IIS	K -5	497	477	20	7	11	2	0	12	12	11	10	11	18
3558	Wildwood Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	PK-6	497	438	15	1	14	0	0	10	2	8	11	12	10
2223	University Place Primary	Public	University Place School District	PIERCE	Yes	Paper	PK-4	497	459	23	5	16	1	1	14	14	16	16	11	19
5066	Helen Stafford Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	497	481	2	0	2	0	0	1	0	1	1	1	1
3593	Pine Tree Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	498	467	18	6	12	0	0	9	8	8	8	10	12
4224	Yelm Prairie Elementary	Public	Yelm School District	THURSTON	Yes	IIS	PK-6	498	428	37	5	28	4	0	27	27	26	28	30	32
4254	Wahluke High School	Public	Wahluke School District	GRANT	Yes	IIS	9-12	498	492	0	0	0	0	0	0	0	0	0	0	0
4470	Enterprise Elementary School	Public	Federal Way School District	KING	Yes	IIS	PK-5	498	476	22	1	18	3	0	18	18	15	14	11	16
4446	Ridge View Elementary School	Public	Kennewick School District	BENTON	Yes	Paper	K -5	498	497	17	5	12	0	0	8	8	6	10	7	13
2094	Blix Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	498	454	5	0	4	0	1	5	5	5	5	5	4
2459	Nooksack Valley High School	Public	Nooksack Valley School District	WHATCOM	Yes	IIS	7-12	499	404	27	2	24	1	0	16	12	14	20	20	0
3827	Saltars Point Elementary	Public	Steilacoom Hist. School District	PIERCE	Yes	IIS	4-5	499	470	29	1	24	2	2	13	16	11	13	12	22
4374	Sherwood Forest Elementary School	Public	Federal Way School District	KING	Yes	IIS	PK-5	499	447	15	2	9	1	3	13	13	11	14	8	12
4097	East Farms Elementary School	Public	East Valley School District (Spokane)	SPOKANE	Yes	XLSCSV	PK-7	499	417	49	10	37	2	0	26	26	25	27	29	34
3796	Blaine Middle School	Public	Blaine School District	WHATCOM	Yes	eFile	6-8	500	406	34	3	29	2	0	19	14	21	23	25	5
4227	Rocky Ridge Elementary	Public	Bethel School District	PIERCE	Yes	IIS	K -6	500	476	23	4	18	0	1	14	14	13	13	15	18
4392	Skyline Elementary	Public	Lake Stevens School District	SNOHOMISH	Yes	Paper	PK-5	500	467	27	2	24	1	0	22	22	23	23	16	24
4574	Mt. Solo Middle School	Public	Longview School District	COWLITZ	Yes	Paper	6-8	500	483	17	3	12	2	0	11	8	8	12	0	7
3149	Sifton Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	502	414	40	3	37	0	0	31	31	29	32	24	38
5027	Harrison Prep School	Public	Clover Park School District	PIERCE	Yes	XLSCSV	6-12	502	472	2	0	2	0	0	2	2	0	0	0	0
2723	Minnehaha Elementary School	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -5	503	446	50	4	41	5	0	36	37	37	35	31	42
4541	Daffodil Valley Elementary	Public	Sumner School District	PIERCE	Yes	XLSCSV	K -5	503	476	24	3	20	1	0	14	15	14	13	13	22
2419	Vashon Island High School	Public	Vashon Island School District	KING	Yes	IIS	9-12	504	354	68	1	67	0	0	49	44	44	51	53	0
4452	George Washington Bush Middle Sch	Public	Tumwater School District	THURSTON	Yes	IIS	7-8	504	411	27	2	25	0	0	15	15	15	14	20	0
5089	Daybreak Middle	Public	Battle Ground School District	CLARK	Yes	IIS	5-8	504	455	46	6	34	7	0	34	34	22	26	19	11
2776	North Pines Middle School	Public	Central Valley School District	SPOKANE	Yes	IIS	6-8	505	475	23	1	21	1	0	18	18	11	12	11	12
4133	Midway Elementary	Public	Mead School District	SPOKANE	Yes	IIS	K -6	505	476	29	3	23	3	0	15	15	12	15	10	18
4416	North Tapps Middle School	Public	Dieringer School District	PIERCE	Yes	IIS	6-8	505	462	32	6	24	0	2	23	22	17	18	20	6
8089	St. Anthony School	Private	Renton School District	KING	Yes	IIS	K-8	505	496	9	6	2	1	0	3	3	3	5	3	3
2971	Stevens Elementary School	Public	Aberdeen School District	GRAYS HARBOR	Yes	Paper	PK-6	505	467	10	0	8	0	2	5	5	5	4	5	10
2528	Edison Elementary School	Public	Walla Walla Public Schools	WALLA WALLA	Yes	IIS	K -5	506	495	11	2	9	0	0	3	3	5	6	6	8
2696	Oak Harbor Elementary	Public	Oak Harbor School District	ISLAND	Yes	IIS	PK-5	506	476	27	2	24	1	1	10	10	10	13	11	21
4414	Shaw Road Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	506	489	37	5	32	0	0	19	8	19	22	18	29
4423	John Newbery Elementary	Public	Wenatchee School District	CHELAN	Yes	IIS	K -5	506	495	9	2	5	2	0	5	5	5	7	5	9
3176	Tonasket Elementary School	Public	Tonasket School District	OKANOGAN	Yes	IIS	PK-5	507	458	37	6	29	2	0	10	11	10	12	16	29
4365	East Olympia Elementary	Public	Tumwater School District	THURSTON	Yes	IIS	K -6	507	436	37	1	34	2	0	23	23	25	21	26	22
4413	George T. Daniel Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	507	436	16	12	3	1	0	5	5	4	4	14	4
5123	Grove Elementary	Public	Marysville School District	SNOHOMISH	Yes	IIS	K -5	507	470	36	11	24	1	0	27	26	25	25	20	28
1860	Tacoma School of the Arts	Public	Tacoma School District	PIERCE	Yes	XLSCSV	10-12	507	387	13	1	10	2	0	8	8	8	8	9	10
3669	Gildo Rey Elementary School	Public	Auburn School District	KING	Yes	IIS	PK-5	508	479	19	7	11	1	0	10	10	11	11	10	16
8399	University Preparatory	Private	Seattle Public Schools	KING	Yes	Paper	6-12	508	494	13	3	9	2	0	5	5	6	6	11	5
2360	Orting Primary School	Public	Orting School District	PIERCE	Yes	IIS	PK-2	509	490	16	5	11	1	0	10	10	9	13	9	15
2613	West Hills Elementary	Public	Bremerton School District	KITSAP	Yes	IIS	K -7	509	340	14	2	11	1	0	10	10	10	12	10	13
2902	Lutacaga Elementary	Public	Othello School District	ADAMS	Yes	IIS	K -5	509	488	9	3	7	0	0	6	5	5	6	5	6
8028	Assumption St. Bridget	Private	Seattle Public Schools	KING	Yes	IIS	K-8	509	6	1	5	0	4	4	5	6	5	4	50	47
3727	Garfield Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	509	386	33	1	27	5	0	25	25	22	18	19	26
3316	Prosser Heights Elementary	Public	Prosser School District	BENTON	Yes	IIS	3-5	510	502	8	0	8	0	0	6	6	6	6	5	8
3537	Sunnyside Elementary	Public	Marysville School District	SNOHOMISH	Yes	IIS	K -5	510	470	39	7	30	2	0	22	22	22	22	24	32
3504	Meadowdale Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	510	474	33	2	29	2	0	18	18	22	20	19	27
3653	Lacey Elementary	Public	North Thurston Public Schools	THURSTON	Yes	IIS	K -6	511	398	25	5	20	0	0	14	13	13	17	15	19
4542	Sakai Intermediate	Public	Bainbridge Island School District	KITSAP	Yes	IIS	5-6	511	474	35	4	31	1	0	16	14	14	13	25	16
4557	Hedden Elementary School	Public	Fife School District	PIERCE	Yes	IIS	2-5	511	473	38	0	36	2	0	25	25	20	13	22	36
3732	Sacajawea Elementary	Public	Richland School District	BENTON	Yes	Paper	K -5	511	490	17	0	17	0	0	10	10	7	9	10	12
3007	Hamblen Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	K -6	511	419	49	6	41	1	1	14	14	16	25	16	41
3335	Parkside Elementary	Public	Highline School District	KING	Yes	IIS	K -6	512	504	9	1	7	1	0	5	0	5	5	4	6
3625	Nautilus Elementary School	Public	Federal Way School District	KING	Yes	IIS	K -8	512	475	20	3	17	0	0	17	17	14	13	15	14
2545	Silver Lake Elementary	Public	Everett School District	SNOHOMISH	Yes	Paper	K -5	512	470	32	7	18	3	0	20	18	18	18	15	32
3751	Spanaway Junior High	Public	Bethel School District	PIERCE	Yes	Paper	7-8	512	485	24	3	18	4	0	15	14	9	14	14	0
1852	Deer Park Home Link Program	Public	Deer Park School District	SPOKANE	Yes	IIS	K -12	513	299	194	8	180	10	0	153	150	134	150	147	86
2745	Evergreen Elementary School	Public	Shelton School District	MASON	Yes	IIS	PK-5	513	468	7	1	6	0	0	5	5	5	4	6	4
3230	Brookside Elementary	Public	Shoreline School District	KING	Yes	XLSCSV	K -6	513	476	36	8	29	0	0	18	17	20	21	21	27
3500	Woodbrook Middle School	Public	Clover Park School District	PIERCE	Yes	XLSCSV	6-8	513	345	2	1	1	0	0	1	1	0	1	0	0
3293	Brewster Elementary School	Public	Brewster School District	OKANOGAN	Yes	IIS	PK-6	514	468	6	0	6	0	0	1	1	1	3	3	0
3488	Tukwila Elementary	Public	Tukwila School District	KING	Yes	IIS	PK-5	514	487	12	5	6	1	0	8	8	6	12	5	8
4241	Dutch Hill Elementary	Public	Snohomish School District	SNOHOMISH	Yes	IIS	K -6	514	421	73	10	62	3	0	45	45	48	46	49	61
4299	Burnt Bridge Creek Elementary Sch	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	514	441	37	3	25	9	0	33	32	32	32	34	35
4579	York Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	514	444	35	0	34	1	0	26	26	29	28	21	31
3369	Vista Elementary School	Public	Kennewick School District	BENTON	Yes	Paper	K -5	514	508	15	1	14	0	0	9	9	5	6	8	12
3730	Scootney Springs Elementary	Public	Othello School District	ADAMS	Yes	IIS	K -5	515	500	15	2	12	1	0	6	6	6	8	10	8
4456	Saghalie Middle School	Public	Federal Way School District	KING	Yes	IIS	6-8	515	472	39	4	32	3	0	28	28	16	16	17	9
8109	Overlake School	Private	Lake Washington School District	KING	Yes	IIS	5-12	515	509	6	0	5	1	0	1	1	1	3	1	4
3454	Beachwood Elementary School	Public	Clover Park School District	PIERCE	Yes	XLSCSV	PK-5	515	490	2	2	0	0	0	0	0	0	0	2	0
3260	Bowdish Middle School	Public	Central Valley School District	SPOKANE	Yes	IIS	6-8	516	488	28	1	23	4	0	16	14	17	18	12	12
2846	Enatai Elementary School	Public	Bellevue School District	KING	Yes	Paper	K -5	516	480	36	18	18	0	0	14	14	14	14	17	36
5206	Liberty Junior High School	Public	Bethel School District	PIERCE	Yes	Paper	7-8	516	500	16	4	10	2	0	11	11	5	7	8	0
1966	Edmonds Heights K-12	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -12	516	338	122	3	113	7	0	87	79	84	97	96	58
2806	Reed Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	516	505	4	2	2	0	0	2	2	2	2	3	3
2871	Edison Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	516	490	10	1	7	1	1	7	3	4	8	4	7
3128	Trentwood Elementary School	Public	East Valley School District (Spokane)	SPOKANE	Yes	XLSCSV	PK-7	516	460	50	6	44	0	0	40	40	31	34	25	31
2120	Van Asselt Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -5	516	452	14	2	12	0	0	7	7	7	7	6	14
3264	Robertson Elementary	Public	Yakima School District	YAKIMA	Yes	IIS	K -5	517	502	9	1	8	0	0	6	6	5	5	8	5
3942	Evergreen Elementary School	Public	Sedro-Woolley School District	SKAGIT	Yes	IIS	K -6	518	493	22	5	16	1	0	9	10	7	10	9	12
3070	Artz Fox Elementary	Public	Mabton School District	YAKIMA	Yes	Paper	K -6	518	459	1	0	1	0	0	0	0	0	1	0	0
2939	Delong Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	K -5	518	470	14	4	9	1	0	9	9	10	12	10	11
3734	Martin Luther King Elementary	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -5	518	493	14	2	9	3	0	11	11	10	10	9	12
2657	Lewis and Clark Elementary School	Public	Richland School District	BENTON	Yes	IIS	PK-5	519	503	14	4	10	0	0	7	7	9	8	10	12
8237	Cascade Christian Junior High and High School	Private	Puyallup School District	PIERCE	Yes	IIS	7-12	519	493	26	1	24	1	0	20	20	20	21	22	6
4300	Challenger Elementary	Public	Issaquah School District	KING	Yes	XLSCSV	K -5	519	494	23	5	16	2	0	13	15	13	14	11	18
2851	East Hill Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	520	467	14	1	10	3	0	11	11	10	9	8	8
3801	Grand Mound Elementary	Public	Rochester School District	THURSTON	Yes	IIS	3-5	520	474	33	1	27	5	0	25	25	25	24	21	24
4468	Chautauqua Elementary	Public	Vashon Island School District	KING	Yes	IIS	PK-5	520	323	127	5	120	3	0	69	69	86	82	102	104
2644	Peter S Ogden Elementary	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -5	520	481	29	2	24	3	0	23	23	22	24	20	27
2703	Ridgecrest Elementary	Public	Shoreline School District	KING	Yes	XLSCSV	K -6	520	474	40	3	36	1	0	16	16	19	15	23	28
3557	Fruitland Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	521	499	10	1	9	0	0	5	1	5	7	5	9
3848	Southworth Elementary	Public	Yelm School District	THURSTON	Yes	IIS	K -6	521	456	32	6	21	5	0	22	21	21	21	21	25
4582	Columbia Junior High School	Public	Fife School District	PIERCE	Yes	IIS	8-9	521	505	16	1	13	2	0	12	12	9	9	11	8
4035	Mullan Road Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	521	474	23	7	17	0	0	15	15	13	16	15	19
2966	Grant Elementary School	Public	Eastmont School District	DOUGLAS	Yes	IIS	K -5	522	522	3	0	2	0	1	2	2	2	2	2	1
2185	Lake Forest Park Elementary	Public	Shoreline School District	KING	Yes	Paper	K -6	522	482	39	1	38	0	0	16	14	19	19	17	27
3436	Medina Elementary School	Public	Bellevue School District	KING	Yes	Paper	K -5	522	518	4	1	3	0	0	3	3	3	3	3	3
3587	Benson Hill Elementary School	Public	Renton School District	KING	Yes	XLSCSV	K -5	522	467	30	5	24	0	1	19	19	20	22	14	23
4512	Port Susan Middle School	Public	Stanwood-Camano School District	SNOHOMISH	Yes	XLSCSV	6-8	522	412	29	2	28	0	0	18	14	19	22	19	5
3291	Bordeaux Elementary School	Public	Shelton School District	MASON	Yes	IIS	PK-5	523	498	14	2	12	2	0	7	7	9	8	6	13
3594	Jackson Park Elementary	Public	Central Kitsap School District	KITSAP	Yes	IIS	K -6	523	502	18	2	15	1	0	12	12	15	16	12	14
4431	La Center High School	Public	La Center School District	CLARK	Yes	IIS	9-12	523	498	17	2	14	1	0	13	11	6	13	12	0
3527	Melvin G Syre Elementary	Public	Shoreline School District	KING	Yes	XLSCSV	K -6	523	482	41	2	38	1	0	20	18	21	26	26	27
3618	Marrion Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	524	417	20	1	19	0	0	15	15	15	13	11	18
4134	Shiloh Hills Elementary	Public	Mead School District	SPOKANE	Yes	IIS	K -6	524	489	22	1	17	4	0	16	16	14	14	13	17
5292	APP at Lincoln	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	1-5	524	477	40	5	34	1	0	11	11	11	19	25	36
2818	Gilbert Elementary School	Public	Yakima School District	YAKIMA	Yes	IIS	K -5	525	499	8	0	8	0	0	6	6	6	6	4	7
3590	Finn Hill Junior High School	Public	Lake Washington School District	KING	Yes	IIS	6-8	525	445	30	1	25	4	0	20	21	22	18	21	7
3677	Springbrook Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	525	487	12	3	9	0	0	6	6	5	7	3	4
4346	Fort Stevens Elementary	Public	Yelm School District	THURSTON	Yes	IIS	PK-6	525	480	39	9	28	3	0	22	22	24	21	23	25
5229	HONEY DEW ELEMENTARY	Public	Renton School District	KING	Yes	XLSCSV	K -K 	525	502	11	4	7	0	0	6	6	7	8	5	8
2381	Arlington Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	K -6	526	480	47	9	37	1	0	33	33	28	29	15	35
2338	Jason Lee Middle School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	6-8	527	474	34	4	27	3	0	22	26	21	20	25	20
3212	Kenroy Elementary	Public	Eastmont School District	DOUGLAS	Yes	IIS	K -5	528	512	13	3	10	0	0	12	12	12	13	12	13
5207	Cascadia Elementary	Public	Ferndale School District	WHATCOM	Yes	IIS	PK-6	528	494	33	12	22	1	0	23	24	21	23	19	25
8084	Seattle Christian School	Private	Highline School District	KING	Yes	IIS	K-12	528	505	20	3	17	0	0	14	14	11	11	13	7
1712	Continuous Curriculum School	Public	East Valley School District (Spokane)	SPOKANE	Yes	XLSCSV	K -8	528	465	53	16	37	1	0	34	34	28	29	31	30
2527	Rochester Primary School	Public	Rochester School District	THURSTON	Yes	IIS	PK-2	529	454	35	3	30	2	0	23	23	25	23	21	27
4547	Ptarmigan Ridge Intermediate Sch	Public	Orting School District	PIERCE	Yes	IIS	3-5	529	488	40	5	35	0	0	13	13	11	14	15	29
4587	Columbia Valley Elementary	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	529	438	23	2	20	1	0	22	21	21	21	16	24
3533	Jefferson Elementary	Public	Everett School District	SNOHOMISH	Yes	Paper	K -5	530	485	36	2	33	1	0	26	26	29	26	23	30
2312	Finch Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	531	470	47	6	40	1	0	18	18	18	19	19	39
