School Code	School Name	School Type	School District	County	Reported?	Data Source	Grade Levels	K-12 Number Enrolled	K-12 Number Complete	K-12 Number Exempt	K-12 Number Exempt: Medical	K-12 Number Exempt: Personal	K-12 Number Exempt: Religious	K-12 Number Exempt: Religious Member	K-12 Number Exempt: D/T	K-12 Number Exempt: Pertussis	K-12 Number Exempt: Polio	K-12 Number Exempt: MMR	K-12 Number Exempt: Hep B	K-12 Number Exempt: Varicella
8037	The Bush School	Private	Seattle Public Schools	KING	Yes	IIS	K-12	581	563	27	6	18	3	0	12	13	9	14	14	13
2222	Fall City Elementary	Public	Snoqualmie Valley School District	KING	Yes	IIS	K -5	582	531	42	2	40	0	0	26	27	27	29	29	27
3749	Woodin Elementary	Public	Northshore School District	KING	Yes	XLSCSV	PK-6	582	485	27	2	24	1	0	17	17	18	21	22	22
2157	Greenacres Elementary	Public	Central Valley School District	SPOKANE	Yes	IIS	1-5	583	535	27	1	26	0	0	22	22	22	23	15	25
2725	Helen Baller Elem	Public	Camas School District	CLARK	Yes	IIS	K -5	583	508	72	2	67	3	0	49	48	49	50	39	59
3634	Spiritridge Elementary School	Public	Bellevue School District	KING	Yes	Paper	K -5	583	535	47	19	26	2	0	18	18	24	19	23	38
1689	Vancouver School of Arts and Academics	Public	Vancouver School District	CLARK	Yes	XLSCSV	6-12	583	546	35	0	32	3	0	24	23	19	23	29	2
5175	Jane Addams K-8	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -8	583	442	53	5	46	2	0	29	29	31	34	38	68
3278	Madrona Elementary	Public	Highline School District	KING	Yes	IIS	PK-6	584	559	1	1	0	0	0	0	0	0	0	1	0
3746	Apollo Elementary	Public	Issaquah School District	KING	Yes	XLSCSV	PK-5	584	551	29	9	20	0	0	12	14	10	15	17	19
4376	Discovery Elementary	Public	Issaquah School District	KING	Yes	XLSCSV	PK-5	584	569	14	5	9	0	0	3	6	4	4	7	5
2219	Lynden Middle School	Public	Lynden School District	WHATCOM	Yes	IIS	6-8	585	543	32	4	31	0	0	23	21	18	19	27	4
2433	Ridgeview Elementary	Public	Yakima School District	YAKIMA	Yes	IIS	K -5	585	484	4	2	2	0	0	1	1	3	2	2	2
3817	Martin Luther King Jr Elementary	Public	Yakima School District	YAKIMA	Yes	IIS	K -5	585	490	2	0	2	0	0	1	1	1	1	0	2
3167	Woodridge Elementary	Public	Bellevue School District	KING	Yes	Paper	K -5	585	546	39	24	15	0	0	14	14	13	13	19	26
4296	Camas Prairie Elementary	Public	Bethel School District	PIERCE	Yes	Paper	K -6	585	567	8	1	7	0	0	4	4	3	4	3	6
2066	Fairhaven Middle School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	6-8	585	527	49	3	45	1	1	26	23	31	24	44	2
3060	Frank Wagner Elementary	Public	Monroe School District	SNOHOMISH	Yes	IIS	PK-5	586	534	38	6	29	3	0	19	18	21	18	17	30
4099	Evergreen Elementary	Public	Bethel School District	PIERCE	Yes	Paper	K -6	586	555	13	2	11	1	1	6	6	6	7	6	13
4184	Seattle Hill Elementary	Public	Snohomish School District	SNOHOMISH	Yes	Paper	K -6	586	532	47	7	38	2	0	23	20	23	25	26	36
5158	Grass Valley Elementary	Public	Camas School District	CLARK	Yes	Paper	K -5	586	528	58	7	43	3	0	34	34	36	38	33	46
3228	Sunset Elementary	Public	Issaquah School District	KING	Yes	XLSCSV	PK-5	586	548	36	5	30	1	0	8	8	5	13	16	19
2907	Washington Elementary School	Public	Wenatchee School District	CHELAN	Yes	IIS	K -5	587	557	26	3	21	2	0	11	10	14	14	16	20
2984	Midway Elementary	Public	Highline School District	KING	Yes	IIS	PK-6	587	579	4	1	3	0	0	4	3	3	3	4	3
3265	Robert S Lince Elementary	Public	Selah School District	YAKIMA	Yes	Paper	PK-4	587	554	22	7	15	0	0	9	10	8	11	8	21
4271	Pleasant Glade Elementary	Public	North Thurston Public Schools	THURSTON	Yes	IIS	PK-6	588	495	17	4	13	0	0	9	8	7	8	7	10
4538	North Star Elementary	Public	Bethel School District	PIERCE	Yes	IIS	K -6	588	556	26	7	17	2	0	8	7	8	8	14	16
3937	Cedar River Middle School	Public	Tahoma School District	KING	Yes	eFile	6-7	589	555	31	5	26	0	0	19	16	18	17	17	8
4146	Pope Elementary	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	589	567	29	3	25	1	0	20	7	20	20	17	26
3292	Mountain View Elementary	Public	Shelton School District	MASON	Yes	IIS	PK-5	590	566	22	3	19	0	0	11	12	10	12	11	15
4160	Sunrise Elementary	Public	Central Valley School District	SPOKANE	Yes	IIS	PK-5	590	555	33	6	27	0	0	24	23	22	23	19	28
4573	Pioneer Elementary	Public	Arlington School District	SNOHOMISH	Yes	IIS	K -5	590	528	53	3	49	0	1	33	32	30	32	28	42
4302	Smith Elementary	Public	Lake Washington School District	KING	Yes	IIS	K -5	591	591	17	3	14	0	0	16	16	17	17	15	17
4326	Rochester High School	Public	Rochester School District	THURSTON	Yes	IIS	9-12	591	501	27	0	25	2	0	18	16	15	18	11	0
3789	Somerset Elementary School	Public	Bellevue School District	KING	Yes	Paper	K -5	591	563	28	13	15	0	0	13	13	15	16	0	0
3184	Emerson Elementary School	Public	Everett School District	SNOHOMISH	Yes	IIS	PK-5	592	550	29	1	26	1	1	19	19	21	22	16	28
3538	Centennial Middle School	Public	West Valley School District (Spokane)	SPOKANE	Yes	IIS	6-8	592	519	40	7	31	2	0	28	28	15	15	15	3
2699	Hazel Valley Elementary	Public	Highline School District	KING	Yes	Paper	PK-6	592	590	2	0	2	0	0	1	1	1	1	1	2
2786	Jason Lee Elementary School	Public	Richland School District	BENTON	Yes	IIS	PK-5	593	0	36	1	34	1	0	25	25	24	24	24	28
4535	Roosevelt Elementary	Public	Granger School District	YAKIMA	Yes	IIS	K -4	593	583	0	0	0	0	0	0	0	0	0	0	0
4562	Chloe Clark Elementary	Public	Steilacoom Hist. School District	PIERCE	Yes	IIS	K -3	593	563	26	3	23	0	0	13	13	13	16	14	18
2294	Goodman Middle School	Public	Peninsula School District	PIERCE	Yes	IIS	6-8	594	558	36	6	28	2	2	29	29	26	25	21	6
2911	Gause Elementary	Public	Washougal School District	CLARK	Yes	IIS	K -5	594	553	41	9	28	4	0	32	32	28	31	28	30
4555	Rowena Chess Elementary	Public	Pasco School District	FRANKLIN	Yes	IIS	1-5	594	590	1	1	0	0	0	0	0	0	1	0	1
4102	Naches Trail Elementary	Public	Bethel School District	PIERCE	Yes	Paper	K -6	594	554	37	5	29	3	0	23	23	25	23	22	27
3510	Garrison Middle School	Public	Walla Walla Public Schools	WALLA WALLA	Yes	IIS	6-8	595	575	13	3	9	2	0	9	9	7	8	9	2
2809	Endeavour Intermediate	Public	Fife School District	PIERCE	Yes	IIS	2-5	596	562	19	0	19	0	0	9	9	12	13	10	15
3701	Kilo Middle School	Public	Federal Way School District	KING	Yes	IIS	6-8	596	571	20	3	14	3	0	15	15	12	11	16	11
4581	Millennium Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	596	542	24	5	16	4	0	19	19	19	18	17	20
3163	Cascade Middle School	Public	Highline School District	KING	Yes	IIS	7-8	597	576	14	3	7	4	0	10	10	9	10	8	7
3217	Elma Elementary School	Public	Elma School District	GRAYS HARBOR	Yes	IIS	PK-5	597	542	55	3	51	1	0	30	30	22	28	17	46
4096	Mead Elementary	Public	Lake Washington School District	KING	Yes	IIS	K -5	597	479	34	8	26	0	1	18	21	17	20	11	20
3514	Woodland Primary	Public	Woodland School District	COWLITZ	Yes	Paper	PK-3	597	539	41	4	31	5	1	30	29	31	32	29	35
2109	Willard Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	597	498	40	3	35	3	0	25	25	22	23	20	31
2643	Harney Elementary School	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -5	597	544	36	5	26	6	0	23	22	25	30	26	30
2887	Martha Lake Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	597	560	30	4	26	0	0	9	9	11	13	19	21
2884	Mt. Pilchuck Elementary School	Public	Lake Stevens School District	SNOHOMISH	Yes	Paper	K -5	598	563	28	15	14	0	0	14	15	14	18	13	21
2111	Jefferson Elementary	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	PK-6	598	513	76	4	69	3	0	43	43	46	41	53	58
4311	Chehalis Middle School	Public	Chehalis School District	LEWIS	Yes	IIS	6-8	599	568	27	2	15	11	0	11	11	8	13	19	4
3689	Hilltop Elementary	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	K -6	599	545	48	10	36	3	0	25	25	24	26	25	36
2478	Reardan Middle-Senior High School	Public	Reardan-Edwall School District	LINCOLN	Yes	IIS	7-12	600	453	87	3	50	35	0	69	65	66	71	67	47
2864	Reardan Elementary School	Public	Reardan-Edwall School District	LINCOLN	Yes	IIS	K -6	600	453	87	3	50	35	0	69	65	66	71	67	47
8270	Northwest Christian School	Private	Mead School District	SPOKANE	Yes	IIS	9-12	600	540	60	6	53	1	0	35	34	34	39	17	64
2667	View Ridge Elementary School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-5	600	558	27	10	17	0	0	8	8	14	7	13	29
2981	Lakeridge Elementary School	Public	Mercer Island School District	KING	Yes	IIS	K -5	602	572	26	7	19	0	0	15	16	13	18	15	16
3199	Peter G Schmidt Elementary	Public	Tumwater School District	THURSTON	Yes	IIS	K -6	603	466	44	6	38	0	0	25	25	26	26	22	33
2597	Kennydale Elementary School	Public	Renton School District	KING	Yes	XLSCSV	K -5	603	551	27	6	21	0	0	7	7	12	13	16	19
3001	Madison Elementary	Public	Mount Vernon School District	SKAGIT	Yes	IIS	K -6	604	565	31	9	22	0	0	20	20	16	18	15	19
4219	Kopachuck Middle School	Public	Peninsula School District	PIERCE	Yes	IIS	6-8	604	579	25	3	21	1	0	16	16	14	12	15	9
3389	Scenic Hill Elementary School	Public	Kent School District	KING	Yes	Paper	K -6	604	539	15	6	9	0	0	9	9	8	7	9	9
2844	Gregory Heights Elementary	Public	Highline School District	KING	Yes	Paper	PK-6	605	574	23	3	18	2	0	7	6	7	9	10	10
2714	Union Gap School	Public	Union Gap School District	YAKIMA	Yes	IIS	PK-8	606	512	6	1	4	1	0	3	3	2	3	1	4
4323	Kellogg Marsh Elementary School	Public	Marysville School District	SNOHOMISH	Yes	IIS	PK-5	606	553	39	10	29	2	1	31	31	30	27	18	30
1836	Cam Jr Sr High School	Public	Battle Ground School District	CLARK	Yes	Paper	3-12	606	496	95	4	88	4	0	75	72	45	52	45	20
3274	Oak Harbor Middle School	Public	Oak Harbor School District	ISLAND	Yes	Paper	6-8	606	561	41	2	39	0	0	15	14	15	16	23	3
2359	Stewart Middle School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	6-8	606	587	11	1	9	0	1	5	7	5	6	5	5
4375	Cougar Ridge Elementary	Public	Issaquah School District	KING	Yes	XLSCSV	K -5	606	570	35	5	30	1	0	23	22	20	25	22	24
4445	Pioneer Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	608	455	62	3	52	7	0	52	53	54	54	49	59
4534	Highland Elementary	Public	Lake Stevens School District	SNOHOMISH	Yes	Paper	PK-5	609	556	49	4	37	7	1	35	33	37	37	36	40
3543	Jason Lee Middle School	Public	Vancouver School District	CLARK	Yes	eFile	6-8	610	574	35	4	27	4	0	24	20	23	21	23	8
2689	Morgen Owings Elementary School	Public	Lake Chelan School District	CHELAN	Yes	IIS	K -5	610	595	26	5	21	3	0	18	18	16	19	11	24
4347	Hazelwood Elementary School	Public	Auburn School District	KING	Yes	IIS	PK-5	611	561	37	8	30	0	0	20	20	22	23	18	29
4181	Lincoln Elementary School	Public	Kennewick School District	BENTON	Yes	Paper	K -5	611	586	25	4	21	0	0	15	15	15	16	16	21
4328	Hillcrest Elementary	Public	Oak Harbor School District	ISLAND	Yes	Paper	K -5	611	569	38	6	32	0	0	12	11	10	10	15	23
2252	Manitou Park Elementary School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	PK-5	611	585	10	1	6	2	2	7	4	6	7	7	7
2144	Mount View Elementary	Public	Highline School District	KING	Yes	IIS	PK-6	612	604	4	0	4	0	0	3	3	2	3	2	2
2715	Hoover Elementary School	Public	Yakima School District	YAKIMA	Yes	IIS	K -5	612	558	3	1	2	0	0	3	3	2	2	2	2
4342	Columbia Elementary	Public	Mukilteo School District	SNOHOMISH	Yes	IIS	PK-5	612	575	28	3	24	1	0	13	0	15	19	16	22
3442	Moorlands Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	612	569	41	10	31	0	0	16	15	17	20	26	30
4381	Pioneer Valley Elementary	Public	Bethel School District	PIERCE	Yes	IIS	K -6	613	592	21	6	14	1	0	13	12	13	13	13	16
2552	Michael T Simmons Elementary	Public	Tumwater School District	THURSTON	Yes	IIS	K -6	614	551	35	4	30	1	0	17	18	19	25	17	19
3437	Newport Heights Elementary	Public	Bellevue School District	KING	Yes	IIS	K -5	614	582	32	8	22	2	0	17	17	17	19	23	32
4391	Glenwood Elementary	Public	Lake Stevens School District	SNOHOMISH	Yes	Paper	K -5	614	532	40	5	34	1	0	28	29	26	28	21	35
4396	Evergreen Elementary School	Public	Clover Park School District	PIERCE	Yes	XLSCSV	PK-5	614	561	6	4	2	0	0	2	2	2	3	4	3
4493	Endeavour Elementary School	Public	Issaquah School District	KING	Yes	XLSCSV	K -5	614	595	19	4	15	0	0	7	7	7	7	8	14
4294	Martin Sortun Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	615	567	19	5	10	4	0	13	12	11	10	15	11
5178	Panther Lake Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	615	542	28	7	19	2	0	16	16	13	17	15	22
2343	Mount Baker Senior High	Public	Mount Baker School District	WHATCOM	Yes	IIS	9-12	616	487	57	2	55	0	0	35	28	36	46	37	0
3341	Tahoma Middle School	Public	Tahoma School District	KING	Yes	IIS	6-7	617	583	27	5	21	3	0	14	14	10	16	11	4
8070	St. Joseph School	Private	Seattle Public Schools	KING	Yes	IIS	K-8	617	590	27	0	27	0	0	14	14	13	14	19	21
5132	Tukes Valley Primary 	Public	Battle Ground School District	CLARK	Yes	Paper	PK-4	617	535	59	6	48	6	0	47	47	49	49	46	52
4329	Centennial Elementary School	Public	Mount Vernon School District	SKAGIT	Yes	IIS	K -6	618	587	20	10	7	1	2	7	7	8	6	13	8
4166	Victor Falls Elementary	Public	Sumner School District	PIERCE	Yes	XLSCSV	K -5	618	582	35	7	28	0	0	13	14	13	17	18	27
3742	Cherry Crest Elementary School	Public	Bellevue School District	KING	Yes	Paper	K -5	619	580	39	14	13	0	0	13	13	9	13	18	27
2894	Leonard M Jennings Elementary	Public	Colfax School District	WHITMAN	Yes	IIS	K -6	620	572	15	1	14	0	0	8	9	6	6	8	8
3366	Colfax High School	Public	Colfax School District	WHITMAN	Yes	IIS	7-12	620	572	15	1	14	0	0	8	9	6	6	8	8
5133	Chief Umtuch Middle	Public	Battle Ground School District	CLARK	Yes	IIS	5-8	620	559	42	1	40	1	0	30	30	30	30	30	11
5137	Sun Valley Elementary	Public	Sunnyside School District	YAKIMA	Yes	Paper	K -K 	620	611	2	2	0	0	0	1	1	2	1	0	1
4432	Foothills Middle School	Public	Wenatchee School District	CHELAN	Yes	IIS	6-8	621	587	22	5	17	0	0	7	7	7	13	17	0
4520	Kent Elementary School	Public	Kent School District	KING	Yes	IIS	K -6	621	571	13	3	9	1	0	8	7	8	8	10	8
3408	Lake Stevens Middle School	Public	Lake Stevens School District	SNOHOMISH	Yes	Paper	6-7	621	473	24	2	22	0	0	14	11	14	16	18	9
3695	East Valley Middle School	Public	East Valley School District (Spokane)	SPOKANE	Yes	XLSCSV	7-8	621	570	46	11	33	2	0	24	24	13	19	21	4
2838	Catharine Blaine K-8 School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	K -8	621	447	38	4	34	0	0	18	18	22	18	28	45
2180	Montesano Jr-Sr High	Public	Montesano School District	GRAYS HARBOR	Yes	IIS	7-12	622	0	12	3	7	2	0	11	11	6	7	5	0
2716	John Campbell Elementary School	Public	Selah School District	YAKIMA	Yes	Paper	PK-4	622	585	25	2	23	0	0	11	10	9	11	12	19
2075	Whatcom Middle School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	6-8	622	545	43	3	40	0	0	17	16	20	19	37	0
4218	South Shore K-8 School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-7	622	540	38	6	32	0	0	16	16	22	16	24	44
3309	Windsor Elementary	Public	Cheney School District	SPOKANE	Yes	IIS	PK-5	623	526	67	9	60	1	0	37	38	37	45	36	61
4502	Mountain View Middle School	Public	Sumner School District	PIERCE	Yes	XLSCSV	6-8	624	585	39	3	35	1	0	21	19	12	17	21	12
2288	Snoqualmie Elementary	Public	Snoqualmie Valley School District	KING	Yes	IIS	PK-5	625	566	46	2	44	0	0	26	26	27	28	32	31
4147	Rockwell Elementary	Public	Lake Washington School District	KING	Yes	IIS	K -5	625	544	52	14	40	0	0	21	22	17	26	17	41
4132	Lakeridge Middle School	Public	Sumner School District	PIERCE	Yes	XLSCSV	6-8	626	582	42	5	34	4	0	26	24	19	24	21	9
5136	Endeavour Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	627	480	47	2	38	7	0	35	36	36	37	26	44
2564	Showalter Middle School	Public	Tukwila School District	KING	Yes	IIS	6-8	628	552	21	8	13	1	0	11	9	12	16	15	4
3181	Cascade Middle School	Public	Sedro-Woolley School District	SKAGIT	Yes	IIS	7-8	628	583	44	4	42	0	0	34	12	19	21	22	0
4360	Warren Hunt Elem	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	629	604	22	3	19	0	0	16	6	14	14	13	18
3680	Cedar Heights Jh	Public	South Kitsap School District	KITSAP	Yes	IIS	7-9	630	589	33	6	29	0	0	24	24	19	24	26	0
3994	Image Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	630	489	64	4	59	1	0	52	53	52	51	47	57
3387	Kellogg Middle School	Public	Shoreline School District	KING	Yes	XLSCSV	7-8	630	584	42	4	38	0	0	18	16	17	23	30	0
3136	Blaine High School	Public	Blaine School District	WHATCOM	Yes	eFile	9-12	631	545	29	2	27	0	0	16	9	18	21	22	0
4575	Angelo Giaudrone Middle School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	6-8	631	612	12	2	8	2	0	7	9	7	8	10	8
3258	Glover Middle School	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	7-8	632	484	49	7	39	4	0	37	37	25	25	23	30
3121	Olivia Park Elementary	Public	Mukilteo School District	SNOHOMISH	Yes	IIS	K -5	633	602	17	1	11	5	0	10	0	11	11	10	17
4075	Felida Elementary School	Public	Vancouver School District	CLARK	Yes	XLSCSV	K -5	633	589	44	9	35	2	0	29	29	31	34	31	34
4352	Captain Strong	Public	Battle Ground School District	CLARK	Yes	IIS	K -4	634	552	72	8	65	0	0	45	44	47	47	47	59
2912	Orchards Elementary School	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	K -5	635	517	40	1	35	4	0	36	37	32	32	33	36
5090	Daybreak Primary	Public	Battle Ground School District	CLARK	Yes	IIS	PK-4	635	559	62	8	44	9	1	45	45	46	48	45	59
3758	Garry Middle School	Public	Spokane School District	SPOKANE	Yes	XLS Spokane	7-8	635	526	44	9	33	2	0	32	32	17	14	18	19
2377	Gray Middle School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	6-8	636	614	11	0	9	2	0	3	7	4	5	5	3
3018	Glenwood Heights Primary	Public	Battle Ground School District	CLARK	Yes	IIS	K -4	638	563	74	8	58	9	1	55	55	50	57	51	61
2580	Granite Falls High School	Public	Granite Falls School District	SNOHOMISH	Yes	Paper	9-12	639	577	45	0	44	1	1	35	21	31	39	32	0
2754	South Bay Elementary	Public	North Thurston Public Schools	THURSTON	Yes	IIS	K -6	640	588	33	4	29	1	0	18	17	16	21	25	21
4590	Clovis Point	Public	Eastmont School District	DOUGLAS	Yes	IIS	6-7	640	634	6	1	5	0	0	6	6	4	4	3	3
5160	Nelson Elementary School	Public	Bethel School District	PIERCE	Yes	Paper	K -6	640	612	28	7	23	3	1	15	15	14	16	14	19
3361	Chinook Middle School	Public	North Thurston Public Schools	THURSTON	Yes	IIS	7-8	641	602	24	0	24	0	0	21	19	19	18	19	0
4203	Clark County Skills Center	Public	Evergreen School District (Clark)	CLARK	Yes	IIS	9-12	641	66	11	2	9	0	0	10	8	6	9	7	0
3054	Baker Middle School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	6-8	641	591	14	1	11	3	0	8	12	8	8	10	8
2592	Adams Elementary School	Public	Yakima School District	YAKIMA	Yes	IIS	PK-5	642	557	4	2	2	0	0	3	2	4	3	2	3
2717	Washington Elementary	Public	Sunnyside School District	YAKIMA	Yes	IIS	1-5	642	634	7	1	6	0	0	6	6	6	6	6	7
2885	Hillcrest Elementary School	Public	Lake Stevens School District	SNOHOMISH	Yes	Paper	PK-5	643	581	25	6	18	1	0	13	13	10	14	17	22
3560	Alderwood Middle School	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	7-8	643	602	37	8	27	3	0	25	18	24	23	27	0
4013	Little Mountain Elementary	Public	Mount Vernon School District	SKAGIT	Yes	XLSCSV	K -6	643	601	32	7	24	1	0	18	18	19	20	18	22
2209	Broadview-Thomson K_8 School	Public	Seattle Public Schools	KING	Yes	XLSCSVSea	PK-8	643	507	22	2	18	2	0	12	13	12	13	17	32
4583	Odyssey Elementary	Public	Mukilteo School District	SNOHOMISH	Yes	IIS	K -5	644	619	23	9	13	1	0	7	0	8	8	11	20
3210	Pioneer Middle School	Public	Wenatchee School District	CHELAN	Yes	IIS	6-8	645	626	5	1	4	0	0	3	3	4	4	3	1
4361	Frank Brouillet Elem	Public	Puyallup School District	PIERCE	Yes	IIS	K -6	645	629	33	3	23	5	2	18	12	14	15	19	22
3105	Crystal Springs Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	645	599	32	10	21	1	0	17	16	16	18	18	19
3463	Madrona Nongraded	Public	Edmonds School District	SNOHOMISH	Yes	XLSCSV	PK-8	645	575	59	8	46	7	0	26	26	29	31	34	29
2406	Griffin School	Public	Griffin School District	THURSTON	Yes	IIS	K -8	647	509	42	1	39	2	0	16	14	24	24	23	26
3169	Olympic Middle School	Public	Auburn School District	KING	Yes	IIS	6-8	647	623	14	1	11	2	0	10	6	8	9	7	2
3233	Meridian Middle School	Public	Kent School District	KING	Yes	IIS	7-8	648	613	26	15	9	4	0	11	11	10	9	19	0
3649	Chester H Thompson Elementary	Public	Bethel School District	PIERCE	Yes	IIS	K -6	648	620	25	3	19	4	0	13	13	13	15	11	24
4455	Kokanee Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	649	607	39	5	33	1	0	23	23	28	29	30	29
3130	Mountain View Elementary	Public	North Thurston Public Schools	THURSTON	Yes	IIS	PK-6	650	569	29	4	23	2	0	17	17	19	18	19	25
4059	Tapteal Elementary School	Public	Richland School District	BENTON	Yes	IIS	PK-5	650	625	25	0	23	2	0	21	21	20	13	20	23
8147	Charles Wright Academy	Private	University Place School District	PIERCE	Yes	IIS	P-12	650	618	6	0	5	1	0	4	4	4	5	5	6
4442	Kulshan Middle School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	6-8	650	582	43	2	40	1	1	29	25	25	26	37	1
4127	Mattson Middle School	Public	Kent School District	KING	Yes	IIS	7-8	651	606	28	7	21	0	0	11	9	15	15	20	0
2206	Eatonville High School	Public	Eatonville School District	PIERCE	Yes	Paper	9-12	651	516	118	55	62	1	0	49	0	22	22	0	83
2906	Housel Middle School	Public	Prosser School District	BENTON	Yes	IIS	6-8	652	638	14	4	8	2	0	10	10	10	12	10	9
2927	Sylvester Middle School	Public	Highline School District	KING	Yes	IIS	7-8	652	626	16	0	16	0	0	13	13	11	10	13	11
2576	Clover Creek Elementary	Public	Bethel School District	PIERCE	Yes	Paper	K -6	652	620	31	4	25	2	0	24	24	22	23	17	20
3790	Leota Jr High	Public	Northshore School District	KING	Yes	XLSCSV	7-9	653	604	43	6	35	2	0	31	30	23	21	20	0
4316	Mill Creek Elementary	Public	Everett School District	SNOHOMISH	Yes	IIS	PK-5	654	605	42	13	27	2	0	27	27	26	30	25	34
2481	Yelm Middle School	Public	Yelm School District	THURSTON	Yes	Paper	7-9	654	610	37	3	32	2	1	29	25	20	21	18	0
2671	Amboy Middle School	Public	Battle Ground School District	CLARK	Yes	Paper	5-8	654	562	82	5	77	2	0	59	58	48	55	49	10
3201	Shuksan Middle School	Public	Bellingham School District	WHATCOM	Yes	XLSCSV	6-8	654	600	23	0	22	1	0	17	7	19	12	17	0
2813	Totem Middle School	Public	Marysville School District	SNOHOMISH	Yes	IIS	6-8	656	621	34	4	27	3	1	30	24	19	21	21	3
5291	Maple Grove K-8	Public	Battle Ground School District	CLARK	Yes	IIS	K-8	657	561	79	3	60	16	0	62	58	57	59	52	47
3244	Meeker Middle School	Public	Tacoma School District	PIERCE	Yes	XLSCSV	6-8	657	630	17	2	11	3	1	9	12	11	11	12	10
4164	Mukilteo Elementary	Public	Mukilteo School District	SNOHOMISH	Yes	IIS	K -5	658	618	19	3	16	0	0	6	0	6	10	8	16
2982	Bow Lake Elementary	Public	Highline School District	KING	Yes	IIS	PK-6	660	12	5	1	3	1	0	2	2	2	2	3	4
4249	Ridgetop Junior High	Public	Central Kitsap School District	KITSAP	Yes	IIS	7-9	661	627	26	0	26	0	0	20	20	13	15	12	11
3546	Woodland High School	Public	Woodland School District	COWLITZ	Yes	Paper	9-12	661	619	19	0	18	0	1	10	9	8	12	9	0
4359	Kingston Middle School	Public	North Kitsap School District	KITSAP	Yes	XLSCSV	6-8	661	607	31	3	27	2	0	15	14	14	17	20	8
3791	Fairview Junior High School	Public	Central Kitsap School District	KITSAP	Yes	IIS	7-9	662	634	25	0	23	2	0	21	21	14	12	13	11
4256	Alcott Elementary	Public	Lake Washington School District	KING	Yes	Paper	K -5	662	534	33	8	25	0	0	17	16	15	23	14	22
4349	Sidney Glen Elementary School	Public	South Kitsap School District	KITSAP	Yes	IIS	K -6	663	629	26	4	21	1	0	16	16	11	17	17	16
4440	Cedar Heights Middle School	Public	Kent School District	KING	Yes	IIS	7-8	663	628	27	11	17	1	0	13	12	10	10	20	0
3890	Evergreen Middle School	Public	Central Valley School District	SPOKANE	Yes	IIS	6-8	664	604	37	0	36	0	1	30	30	17	19	16	20
2558	La Center Elementary	Public	La Center School District	CLARK	Yes	IIS	K -5	666	596	65	3	59	3	0	40	40	38	38	29	54
2762	Castle Rock Elementary	Public	Castle Rock School District	COWLITZ	Yes	Paper	PK-6	666	611	36	6	26	4	0	17	16	16	29	20	34
4325	Drum Intermediate	Public	University Place School District	PIERCE	Yes	Paper	5-7	666	631	31	6	22	3	0	20	19	20	20	20	18
5201	Creekside Elementary	Public	Issaquah School District	KING	Yes	XLSCSV	K -5	666	640	24	2	21	1	0	12	12	13	14	13	18
5052	Ridgeline Middle School	Public	Yelm School District	THURSTON	Yes	IIS	7-9	667	586	56	5	46	5	0	48	45	37	37	37	0
5094	Prairie View Elementary	Public	Mead School District	SPOKANE	Yes	IIS	K -6	667	628	39	6	31	2	0	21	22	24	26	18	29
4125	Woodside Elementary	Public	Everett School District	SNOHOMISH	Yes	IIS	PK-5	669	637	32	4	26	2	0	20	20	18	20	16	0
4306	Fernwood Elementary	Public	Northshore School District	KING	Yes	XLSCSV	K -6	670	649	18	0	18	0	0	10	10	8	9	10	15
2499	Pullman High School	Public	Pullman School District	WHITMAN	Yes	IIS	9-12	671	644	25	3	20	2	0	17	15	9	17	14	0
